id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
25244851,Comfort and Convenience in West Wicker Park,57277343,Rene,,West Town,41.90323,-87.69099,Entire home/apt,94,2,37,10/9/2019,1.32,1,0
25255313,Cool and Spacious 2 bed - 2.5 bath duplex-up Unit,106203317,Al,,West Town,41.90472,-87.68948,Entire home/apt,171,2,19,3/1/2020,0.75,2,176
25261101,Luxury Private Bedroom in Chicago - Free Parking,82885558,Deimile,,Forest Glen,41.99613,-87.73406,Private room,64,1,49,10/21/2020,1.68,1,180
25264110,B8 -Next to Downtown- Private Rooms up to 8,109075524,Alejandra,,Near West Side,41.87572,-87.67964,Private room,130,1,3,7/14/2019,0.15,9,0
25264330,Casa Louisa,227131401,Elizabeth,,West Town,41.89122,-87.67675,Entire home/apt,132,1,45,10/19/2020,1.95,1,74
25265475,"Private BR/BA in Greystone w/ TV, Free St Parking",74878181,Karen,,Grand Boulevard,41.81328,-87.62356,Private room,59,1,32,10/24/2019,1.19,1,44
25269337,Wicker park,45483851,Angelique,,West Town,41.91089,-87.69179,Entire home/apt,157,2,9,9/12/2020,0.67,1,52
25278191,Walk to the Beach and Golf from our 3 story home.,141061318,Desired Properties,,Woodlawn,41.77565,-87.58783,Entire home/apt,525,2,61,9/14/2020,2.23,1,348
25292554,Logan Square Lookout,17847673,Patrick,,Avondale,41.93487,-87.70589,Entire home/apt,53,1,249,9/30/2020,8.95,1,327
25293703,Clean & Sanitized - Wrigleyville Friends Unit,42518018,M J,,Lake View,41.94472,-87.65031,Entire home/apt,157,1,60,10/4/2020,2.08,4,362
25315844,Designer Furnished Family Home,1649647,Bianca,,West Town,41.89197,-87.67595,Entire home/apt,500,2,12,9/17/2020,0.41,5,83
25324512,Cute Studio Apartment – July Sublet,73190322,Francie,,Logan Square,41.93104,-87.71123,Entire home/apt,1095,30,0,,,1,90
25343444,G1. Best location and most affordable! So much fun,191267705,Josana,,Logan Square,41.91689,-87.69454,Private room,30,5,217,10/17/2020,7.41,3,84
25344508,G2. Best location and most affordable! So much fun,191267705,Josana,,Logan Square,41.91831,-87.6959,Private room,45,7,165,4/30/2020,5.64,3,82
25362253,Beautiful Lincoln Park 2 Bedroom Basement Apt,66621852,Jeff & Liz,,Lincoln Park,41.92254,-87.64895,Entire home/apt,200,2,43,10/22/2019,1.52,1,80
25364755,Walk to Lake Michigan From a Contemporary Uptown Haven,191522990,Nala & Owen,,Uptown,41.96549,-87.6592,Entire home/apt,61,1,262,10/18/2020,9.12,2,334
25364757,Enjoy Chicago’s Nightlife from Studio Apartment,191522990,Nala & Owen,,Uptown,41.96549,-87.6592,Entire home/apt,56,1,255,10/22/2020,8.93,2,342
25367014,"The Maplewood |Patio+Rooftop Deck,Grg Pkg Sleeps20",41084854,Nancy,,West Town,41.90902,-87.6868,Entire home/apt,659,3,23,9/21/2020,0.88,3,346
25368126,Entire Beautiful 3 Bed Unit Near Wrigley Field!,30561059,Brendan,,Avondale,41.93949,-87.69975,Entire home/apt,99,2,80,10/13/2020,2.93,2,341
25376091,2 Bedroom  city apartment in the heart of Pilsen,42027768,Vilma,,Lower West Side,41.85417,-87.6707,Entire home/apt,91,2,67,10/4/2020,2.31,2,157
25402802,Wicker Park: Newly-Furnished Nest Close To It All!,3484464,Steven,,West Town,41.90941,-87.68529,Private room,37,7,19,12/1/2019,0.66,1,324
25404235,Sunny 2BR in the heart of Lincoln Park,268186688,Antoine,,Lincoln Park,41.91353,-87.64256,Entire home/apt,110,1,67,10/29/2019,2.4,1,0
25418535,303 Netflix ready Room very comfortable,127235673,Alex,,Edgewater,41.98526,-87.67212,Private room,39,1,36,7/2/2020,1.23,12,362
25452222,19c. Greystone 3 bd/2ba near UChicago Med Center,44418,Kimberli,,Woodlawn,41.77774,-87.59255,Entire home/apt,147,3,63,10/19/2020,2.33,2,174
25456143,"Steps to Shops, Eats | Easy Access + W&D | Zencity",47172572,Zencity,,West Town,41.90348,-87.68209,Entire home/apt,67,1,160,10/17/2020,5.53,59,149
25478678,Nice and clean house.,192298305,Irma,,Humboldt Park,41.90924,-87.71457,Private room,53,1,48,6/2/2020,1.68,3,365
25481520,Spacious 2BR Apt. Close to Airport + Parking,35781467,Ariel & Sona,,Jefferson Park,41.96987,-87.76858,Entire home/apt,102,1,98,10/15/2020,3.36,9,180
25481993,Entire Top-Floor 2bd/1ba Condo in Wicker Park,145685616,Greg,,West Town,41.90406,-87.681,Entire home/apt,87,2,144,9/27/2020,5.15,1,26
25488429,Charming E. Garfield Park Row Home Apartment,192365041,Dusty,,East Garfield Park,41.88521,-87.70502,Entire home/apt,100,1,27,11/10/2019,0.94,1,0
25500677,Adorable Single Family Home in Logan Square,192444869,Dena,,Logan Square,41.92071,-87.69131,Entire home/apt,370,2,6,12/26/2019,0.21,1,0
25502718,Chicago lakefront views steps to trails and beach.,14099556,Joel,,Edgewater,41.97993,-87.65446,Private room,60,2,1,9/13/2020,0.71,1,118
25512227,Bucktown's Best Bang for the Buck,154502192,Neil,,Logan Square,41.92072,-87.68371,Entire home/apt,91,2,81,10/16/2020,2.78,1,232
25521263,Chic Spacious Lincoln Square Apartment,21427979,Angelica,,Lincoln Square,41.97232,-87.69842,Entire home/apt,150,2,4,9/7/2020,0.15,2,296
25521541,Perfect Location Downtown Apartment Great View 4,69058640,Jing,,Near West Side,41.88113,-87.64184,Entire home/apt,129,2,185,10/10/2020,6.33,2,38
25538297,Suite at 32 East,96951937,Cathy,,Greater Grand Crossing,41.769,-87.62338,Entire home/apt,99,2,23,9/13/2020,0.79,2,364
25539594,Large apartment near O'Hare,128452488,Grace,,Dunning,41.95179,-87.83526,Entire home/apt,68,3,44,1/27/2020,1.67,3,0
25540254,Suite at 30 East,96951937,Cathy,,Greater Grand Crossing,41.76933,-87.62398,Entire home/apt,89,2,19,8/4/2020,0.66,2,339
25544119,2 Bedrooms 1 Bathroom near  University of Chicago,192671734,Hasan,,South Shore,41.76665,-87.58659,Entire home/apt,143,3,14,8/18/2020,0.5,1,179
25552784,Cozy private guest suite in Avondale,154875086,Nicole,,Avondale,41.9414,-87.72024,Entire home/apt,89,4,93,9/12/2020,3.38,1,151
25555626,"Amazing Modern Condo, *3 BED & *2BATH in CHICAGO!!",28777472,Mitesh,,Irving Park,41.95568,-87.70039,Entire home/apt,148,14,87,7/19/2020,3.02,2,258
25566836,Private room with 2 twin beds in Chicago rowhouse,14479634,Matt,,Near West Side,41.86893,-87.68401,Private room,49,2,27,11/25/2018,0.93,3,0
25569083,Great Townhouse near University of Chicago Campus,192862436,Isabel,,Woodlawn,41.785,-87.59996,Entire home/apt,155,5,65,10/15/2020,2.26,1,315
25587176,Charming Bucktown Garden Apartment,4908881,Irena & Martin,,Logan Square,41.91446,-87.68249,Entire home/apt,65,3,67,10/20/2020,2.3,4,338
25591380,Blossoming Apartment,192964302,Raymond,,West Ridge,42.01369,-87.68386,Entire home/apt,85,3,23,2/16/2020,0.79,1,68
25625268,Monthly Avail Private Penthouse Studio park views,16479196,Marco,,Lincoln Park,41.92188,-87.6448,Entire home/apt,106,7,56,6/24/2020,1.97,3,25
25628156,Tranquil Beachfront Haven with Meditation Room,5382639,Rebecca,,Rogers Park,42.01931,-87.66503,Private room,72,1,5,8/19/2018,0.17,1,0
25674914,Golden🏠~In artistic Pilsen ~Continental Breakfast,193285418,Amelia,,Lower West Side,41.85962,-87.65809,Entire home/apt,89,2,110,10/19/2020,3.81,1,341
25682427,711 The Penthouse,193316326,Sameer,,West Town,41.89418,-87.65313,Entire home/apt,999,2,64,10/19/2020,2.21,1,325
25687380,Oasis 1 #32 - 2 Bedroom Condo - McCormick Place,178710732,Annie,,Armour Square,41.85321,-87.63236,Entire home/apt,132,1,26,11/14/2019,0.92,19,364
25687574,Modern Chicago Home Away from Home,168443062,Jessica,,Bridgeport,41.84521,-87.6394,Entire home/apt,185,2,38,2/16/2020,1.35,1,90
25690485,~ BEST OF CHICAGO ~ FREE PARKING,94561128,Alex,,Albany Park,41.96648,-87.70881,Private room,60,7,57,9/2/2020,1.98,11,111
25714121,B9- Next to Downtown- Private Rooms up to  10,109075524,Alejandra,,Near West Side,41.87592,-87.67917,Private room,250,1,5,5/5/2019,0.21,9,0
25740475,Hotelier Host - Wrigley/Lakeview. Pvt Roof & Bath,3953323,Christopher,,Lake View,41.94613,-87.65335,Private room,99,1,78,12/23/2019,2.7,1,0
25742935,Chic Home West of Wicker Park,70563442,Maximos,,West Town,41.90723,-87.68916,Entire home/apt,119,3,100,10/3/2020,3.5,1,137
25747008,Red brick gem,731865,Le,,Lincoln Park,41.92113,-87.6592,Private room,120,2,39,2/16/2020,1.35,1,357
25770575,The Woodlawn Grey  - Large 3bd/3ba Apt by UChicago,57327044,Latrice,,Woodlawn,41.77981,-87.60268,Entire home/apt,166,3,25,11/11/2019,0.92,2,151
25781389,Stylish mid-century modern apartment,25617404,Albano,,Portage Park,41.95472,-87.75165,Entire home/apt,50,15,102,7/27/2020,3.52,1,78
25802231,Designer 3BR with Balcony & Elevator on Clark!,192743804,Fenton,,Uptown,41.96289,-87.66598,Entire home/apt,130,1,89,10/18/2020,3.13,3,299
25805733,A Roscoe Village Garden Apartment with a Garden!,193053163,John,,North Center,41.94248,-87.67478,Entire home/apt,83,1,75,3/15/2020,2.59,1,266
25808833,"Penthouse Level, Stunning Wrigley Stay",42518018,M J,,Lake View,41.94472,-87.65031,Entire home/apt,197,1,47,10/18/2020,1.68,4,361
25826424,Bucktown Home - Great Location!,194061478,Austin,,Logan Square,41.91855,-87.68486,Entire home/apt,509,2,38,4/23/2020,1.32,1,172
25843693,Chicago Getaway - Private room,194160632,Jerome,,Chatham,41.74251,-87.61518,Private room,47,3,41,3/16/2020,1.45,2,179
25845064,G-House 2,72760448,Richard,,New City,41.79553,-87.65121,Private room,60,2,25,2/17/2020,0.97,2,172
25845272,G-HOUSE,72760448,Richard,,New City,41.79555,-87.65146,Private room,50,2,26,7/20/2020,0.99,2,172
25861262,2BR+parking btwn ORD&Downtown. quiet. Walkscore 93,194299805,Shaun,,Avondale,41.93445,-87.7184,Entire home/apt,66,2,87,10/20/2020,4.14,3,335
25866985,Private Entrance+Bathroom |Modern+Safe in Logan Sq,96236791,Erika,,Logan Square,41.92784,-87.72386,Private room,46,1,65,3/12/2020,2.36,1,40
25874506,Windy of Summer 风城南轩,171860317,David,,Englewood,41.79241,-87.6329,Shared room,80,1,1,7/1/2018,0.04,1,0
25886334,Lux 3/3 Best Location w/amazing views!  30 DAY MIN,8230978,Jill,,Near North Side,41.89422,-87.62757,Entire home/apt,163,28,3,9/17/2020,0.18,1,313
25891309,King Bed in Cozy Studio Apartment -(Entire Place)!,51767459,Eva,,Albany Park,41.97043,-87.7456,Private room,61,3,111,10/18/2020,4,4,70
25892484,Chicago’s Dickens Place a trendy centralized flat,77183388,Mary & Alex,,Logan Square,41.91962,-87.71142,Entire home/apt,127,2,76,10/19/2020,2.68,3,361
25895701,Whole apartment! 2 Bed/2 bath steps from Wrigley!!,2471877,Michael,,Lake View,41.94723,-87.65378,Entire home/apt,210,14,15,9/1/2020,0.53,3,354
25911362,Contemporary and Cozy with Dedicated Parking,52636687,Rachel,,Near West Side,41.87265,-87.66187,Entire home/apt,168,2,102,3/15/2020,3.56,1,0
25918709,Residential High-Rise Near Downtown With Parking,131675210,Nestor,,Edgewater,41.98591,-87.6561,Entire home/apt,61,2,8,9/16/2019,0.29,1,296
25920781,Near 606 Trail | Free Garage Parking | W&D |LUXTEL,130502086,Yolanda,,Humboldt Park,41.91252,-87.72459,Entire home/apt,108,2,42,10/1/2020,2.34,1,80
25924672,Private Room - Simple and Cozy,194160632,Jerome,,Chatham,41.74274,-87.61495,Private room,45,3,40,8/13/2020,1.42,2,176
25927197,master BR in modern Ukr Vlg gem w/ full breakfast,8218275,Peter,,West Town,41.89646,-87.68959,Private room,39,1,84,9/15/2020,2.93,6,119
25935213,Felicie & Henri's Lakeview duplex house,23068177,Félicie,,Lake View,41.93824,-87.67022,Entire home/apt,156,7,9,8/12/2019,0.32,1,0
25940510,Peaceful River West Apt - free gated parking,145239744,Mando,,West Town,41.8902,-87.64574,Entire home/apt,165,2,129,10/18/2020,4.78,2,87
25942236,2 Bedroom Bucktown Apartment - So Charming!,44265896,Rachel,,West Town,41.91099,-87.686,Entire home/apt,85,1,101,10/15/2020,3.59,3,336
25944899,Rose of Roscoe,195015117,Brenda,,North Center,41.93728,-87.67351,Entire home/apt,231,2,11,9/7/2020,0.65,2,348
25948864,"Holiday Rental -Spacious 2 BR, quick to downtown",71946318,Tim,,West Town,41.90231,-87.66728,Entire home/apt,1000,100,23,11/18/2018,0.81,1,0
25949285,Spacious Duplex with Courtyard,109324837,Youngin,,Lincoln Park,41.93133,-87.66222,Entire home/apt,84,3,61,3/8/2020,2.14,1,0
25949955,★House in Hot Neighborhood ★Central to Everything!,195055541,Jon,,Logan Square,41.91516,-87.6981,Private room,64,1,108,2/16/2020,3.75,3,0
25955899,Large Chicago apt  excellent for families/business,127998154,Robert,,Lincoln Park,41.93193,-87.64243,Entire home/apt,600,1,20,2/16/2020,0.73,1,1
25971516,C. MANSION SHARED BEDROOM 4-BED C_BOTTOM BUNK,163484540,Francineuma Vitoriano Dos Santos,,Calumet Heights,41.72825,-87.57845,Shared room,14,2,54,9/8/2020,1.9,13,363
25973068,BuckTown Super Space,191156752,John,,West Town,41.90926,-87.67646,Entire home/apt,150,90,9,10/14/2019,0.36,1,180
25973971,D. MANSION SHARED BEDROOM BED_D TOP BUNK,163484540,Francineuma Vitoriano Dos Santos,,Calumet Heights,41.73003,-87.57702,Shared room,13,2,60,9/30/2020,2.09,13,353
25977595,"Cozy Cot 2720 
NOT A PRIVATE ROOM",36128270,Juanita,,North Lawndale,41.8568,-87.6929,Shared room,18,2,111,9/27/2020,3.93,5,360
25983351,"UChicago, Sci Museum | Lake View + Gym | Zencity",47172572,Zencity,,Hyde Park,41.7969,-87.58075,Entire home/apt,75,1,117,10/7/2020,4.11,59,38
25983598,"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.79661,-87.58114,Entire home/apt,64,1,120,10/14/2020,4.22,59,177
25983750,"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",47172572,Zencity,,Grand Boulevard,41.80313,-87.61391,Entire home/apt,58,1,121,10/16/2020,4.34,59,181
25983838,"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",47172572,Zencity,,Kenwood,41.80426,-87.58561,Entire home/apt,56,1,78,10/21/2020,2.78,59,183
25983938,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.80037,-87.58447,Entire home/apt,57,1,117,10/16/2020,4.24,59,177
25984019,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Hyde Park,41.79994,-87.58419,Entire home/apt,64,1,86,7/9/2020,3.12,59,171
25984142,"★★★Charming 2BR near downtown, +FREE parking★★★",151133847,Candace,,West Town,41.89355,-87.6621,Entire home/apt,139,3,57,8/31/2020,2.02,3,212
25998254,Beautiful house with private rooftop deck!!,32230987,Seth William,,Logan Square,41.92148,-87.6828,Private room,257,2,9,10/18/2019,0.33,1,364
26002254,★House in Hot Neighborhood ★FREE Street Parking,195055541,Jon,,Logan Square,41.91515,-87.69746,Private room,58,1,101,3/16/2020,3.52,3,0
26006528,Cozy Small Room in Edgewater,116537780,Eric,,Edgewater,41.99617,-87.6683,Private room,40,2,36,2/16/2020,1.26,4,0
26029058,Modern Room in Sunny Edgewater Home,116537780,Eric,,Edgewater,41.99617,-87.6683,Private room,50,2,32,2/16/2020,1.13,4,0
26029969,Sunlit Sanctuary with Huge Landscaped Private Outdoor Patio,26535257,Leigh,,Lake View,41.93623,-87.65624,Entire home/apt,342,5,48,10/20/2020,1.75,1,291
26032762,Chic & Cozy Micro Studio - Near Concert/Wrigley,7218152,Naiyah,,Uptown,41.97032,-87.65506,Entire home/apt,56,2,79,11/17/2019,2.77,1,21
26034464,"Avondale/ Logan pet friendly , 2BR near Green Exch",17657217,Susan,,Avondale,41.93425,-87.69273,Entire home/apt,82,2,125,10/22/2020,4.39,1,0
26035674,Cute Celebrity themed retreat Super clean !,152918055,Tiffany,,Austin,41.88464,-87.77434,Entire home/apt,120,2,22,6/15/2020,0.82,3,176
26039603,★House in Hot Neighborhood ★Cosy Single,195055541,Jon,,Logan Square,41.9161,-87.69571,Private room,53,1,59,3/13/2020,2.07,3,0
26102179,Little Village studio,79010967,Javier,,South Lawndale,41.84942,-87.69918,Entire home/apt,46,1,141,10/3/2020,5.05,4,74
26106260,2 bedroom apartment near Chinatown,129327646,Roger,,Bridgeport,41.84405,-87.63971,Entire home/apt,73,2,157,10/4/2020,5.56,7,62
26111681,Oasis 1 #12 - 2 Bedroom Condo - McCormick Place,178710732,Annie,,Armour Square,41.85312,-87.63307,Entire home/apt,133,1,41,10/11/2020,1.6,19,361
26132170,Private room in Irving Park!,55699305,Camila,,Irving Park,41.95417,-87.71188,Private room,26,2,16,11/13/2018,0.57,1,0
26133668,Very confortable 1 bedroom (Queen size bed Room B),40832295,Shannon & Carmen,,Belmont Cragin,41.91988,-87.77879,Private room,115,2,4,10/14/2019,0.15,4,88
26133988,Bedroom C  Queen size bed,40832295,Shannon & Carmen,,Belmont Cragin,41.92059,-87.77877,Private room,115,2,5,5/19/2019,0.18,4,89
26134184,Comfortable 4 bedroom/2 bath/shared common space,40832295,Shannon & Carmen,,Belmont Cragin,41.91861,-87.77833,Private room,350,1,0,,,4,88
26136383,"R4 Lincoln Park, Zoo, Lakeview Studio",23612069,Tj,,Lincoln Park,41.92873,-87.64084,Private room,58,1,134,10/18/2020,4.71,14,88
26137771,Perfectly Located Room,196479869,Chris,,Lake View,41.94198,-87.65015,Private room,99,1,2,7/31/2018,0.07,1,0
26138093,♥ 3BR/2.5 BA House + Roof Deck in Wicker Park  ♥,5312983,Christopher,,West Town,41.91009,-87.69029,Entire home/apt,485,3,23,9/28/2020,1.36,1,33
26138846,Hermosa Homestead - Single room,26025891,Renée,,Hermosa,41.91472,-87.72711,Private room,45,2,12,10/14/2019,0.43,2,100
26159573,Sunny and charming vintage Avondale home near CTA,4351717,Amanda,,Avondale,41.94337,-87.72386,Entire home/apt,211,2,1,7/21/2019,0.06,1,0
26160964,MedDistrict Attached Private Bath Master MONTHLY,100782278,Emily & Rich,,Near West Side,41.87842,-87.68187,Private room,55,41,8,8/16/2020,0.32,28,364
26162767,F. MANSION SHARED BEDROOM 4-BED F_TOP BUNK,163484540,Francineuma Vitoriano Dos Santos,,Calumet Heights,41.7278,-87.57853,Shared room,15,7,24,6/19/2020,0.92,13,365
26186206,Bachelor Pad in the heart of a great neighborhood!,5907377,Phill,,Irving Park,41.96391,-87.7354,Entire home/apt,89,2,32,10/20/2019,1.12,1,2
26194496,Stars and Stripes Room,110725131,Ronak,,South Shore,41.77098,-87.59001,Private room,39,32,6,8/13/2020,0.22,9,111
26194841,Beach room,110725131,Ronak,,South Shore,41.76979,-87.59002,Private room,49,31,2,9/12/2019,0.07,9,364
26196902,Saint Ruby's Flats Private Room,250400,Dan,,South Lawndale,41.85434,-87.69832,Private room,32,28,2,3/30/2020,0.18,9,0
26196932,Nice and clean 2,192298305,Irma,,Humboldt Park,41.90887,-87.71448,Private room,67,1,45,2/17/2020,1.58,3,365
26198663,Quiet room near McCormick- for women,196906001,Addie And Boon,,Douglas,41.82938,-87.61929,Private room,45,1,43,10/27/2019,1.51,1,226
26216553,guest BR in rehabbed Ukr Vlg gem w/ full breakfast,8218275,Peter,,West Town,41.89646,-87.68959,Private room,35,1,63,10/12/2020,2.22,6,147
26221841,XL Private Bedroom/Bath - walk to Wrigley/Lake!,24970476,Jeff,,Uptown,41.95778,-87.65491,Private room,53,1,37,12/31/2019,1.32,1,0
26234305,2-Story Coach House in Old Town! Great Location!,23351061,Rebecca,,Lincoln Park,41.91181,-87.64177,Entire home/apt,156,2,96,1/12/2020,3.49,2,0
26234572,Cozy Basement Studio in Chicago (Galewood),25553049,Emily,,Austin,41.91261,-87.79041,Entire home/apt,85,2,43,10/11/2020,1.62,2,356
26249847,Brand New Ukrainian Village Hideaway,14567281,Elaine,,West Town,41.89467,-87.6795,Private room,90,1,19,10/20/2019,0.75,1,0
26251178,"Feel at Home in Chicago, with Parking, Steps from Evanston",58183515,D & B,,West Ridge,42.01225,-87.68451,Entire home/apt,94,1,224,10/18/2020,8.12,1,334
26253486,Private room in a beautiful Little Italy home.,22507060,Gerardo And Erica,,Near West Side,41.86875,-87.6611,Private room,80,2,30,3/1/2020,1.08,1,52
26272268,A place for a short stay in center of Logan Square,145141302,John,,Logan Square,41.92623,-87.69177,Private room,35,1,12,8/22/2020,0.45,1,178
26273349,"S4 Old Town, Gold Coast, Downtown, Lincoln Park",23612069,Tj,,Near North Side,41.9088,-87.63458,Entire home/apt,69,1,101,10/11/2020,3.57,14,90
26274520,Beautiful clean garden unit in Ukranian Village,197516828,David,,West Town,41.89985,-87.68752,Entire home/apt,75,2,90,3/15/2020,3.59,1,117
26305228,Spacious Wrigleyville studio with private balcony,197795553,Almaz,,Uptown,41.95735,-87.65304,Entire home/apt,75,2,120,1/12/2020,4.28,1,0
26317308,Small space near Metra /noBR/WiFi/spaceheateronly,148609623,Nicole,,Beverly,41.70138,-87.669,Private room,19,1,0,,,1,335
26337715,Behind the Beaten Path,185912680,Julia,,Humboldt Park,41.9026,-87.70854,Entire home/apt,81,2,99,9/13/2020,3.51,1,142
26364102,Perfect W. Lakeview/Roscoe Village w/patio & pkg,80124571,D,,Lake View,41.93777,-87.67041,Entire home/apt,250,4,0,,,2,220
26370161,NEW SLEEK 1 BEDROOM GREAT LOCATION by WholeFoods,3965428,Rob,,Near North Side,41.89103,-87.61907,Entire home/apt,150,60,0,,,74,365
26393404,Red Room,198464009,Edward,,East Garfield Park,41.88457,-87.70975,Private room,35,1,36,10/10/2019,1.29,4,111
26394598,Orange Room,198464009,Edward,,East Garfield Park,41.88578,-87.70805,Private room,30,2,42,1/11/2020,1.52,4,82
26402837,"Cozy private room /Blue Line ,Metra train /",40425145,Grace,,Irving Park,41.95805,-87.72962,Private room,50,30,26,7/20/2020,0.93,3,364
26408284,"*McCormickMidway5 mi downtown43GreenTrain,FreePark",42524732,Kay,,Grand Boulevard,41.81623,-87.6217,Private room,85,3,10,10/15/2019,0.36,10,365
26421984,Modern New Built in the Heart of City,1483478,Brian,,West Town,41.90433,-87.67176,Entire home/apt,486,2,55,3/15/2020,2.07,1,283
26422842,2 Bedrooms in the Best Location - Noble Square!,1908904,Ian,,West Town,41.89847,-87.66477,Entire home/apt,77,1,86,9/21/2020,3.05,1,322
26423555,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Kenwood,41.80273,-87.58432,Entire home/apt,62,1,101,10/5/2020,3.65,59,181
26423798,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,,Kenwood,41.80254,-87.58431,Entire home/apt,61,1,94,9/24/2020,3.39,59,174
26425491,Cozy 2 Bedroom Apartment Near Chinatown,129327646,Roger,,Bridgeport,41.84503,-87.63988,Entire home/apt,72,2,135,9/21/2020,4.87,7,353
26428768,Comfort & Clean!! 15 min ORD/Dwntwn1 & Parking,198731500,J.R.,,Jefferson Park,41.97093,-87.7715,Entire home/apt,53,2,165,9/18/2020,5.85,3,19
26449065,Cozy Chicago Retreat,30438346,Briana,,Austin,41.89187,-87.75098,Private room,39,3,8,3/22/2020,0.44,1,74
26476284,Amazingly located Studio APT in CITY!,190798256,Natalie,,Near North Side,41.9091,-87.63872,Entire home/apt,214,1,17,6/27/2019,0.61,1,0
26476402,A Stones Throw from U Chicago South Campus!,65247752,Luke,,Woodlawn,41.78273,-87.59969,Entire home/apt,116,3,84,9/21/2020,3,1,237
26490361,Chic Downtown Condo - Heart of River North!,199225708,Rebecca,,Near North Side,41.89388,-87.63477,Entire home/apt,266,2,56,2/14/2020,2.02,1,73
26494969,Pilsen cozy simple 2nd floor bedroom,44344265,Jacob,,Lower West Side,41.85383,-87.67274,Private room,3000,2,37,7/9/2019,1.54,1,90
26500795,Cozy Ukrainian Village Apt,199308425,Anne,,West Town,41.89662,-87.69215,Entire home/apt,75,1,145,1/13/2020,5.28,1,0
26502857,Spectacular Downtown High Rise Extraordinary view,55331519,Ryan,,Near South Side,41.86366,-87.62691,Private room,91,1,136,10/16/2020,5.08,2,106
26504307,"Free Parking, rehabbed and Close to Downtown!",141453495,Ricky,,South Lawndale,41.84592,-87.69844,Entire home/apt,98,2,90,4/1/2020,3.25,1,214
26516112,Brand new stylish apt- with all the cozy comforts!,73118105,Caitlin,,Humboldt Park,41.91377,-87.70352,Entire home/apt,80,2,31,3/24/2020,1.19,1,355
26525178,"BR in Historic Greystone, 2 blocks to Blue Line",63026065,Josh,,Logan Square,41.92997,-87.7123,Private room,31,4,63,3/9/2020,2.26,1,0
26542171,"Stylish, Cozy Apartment for the Perfect Get Away",172675723,Paul,,South Lawndale,41.84716,-87.72144,Private room,18,3,43,10/17/2020,2.7,1,232
26566001,⚡️DOWNTOWN 2 BEDROOM Cleaned  Sanitized Laundry,3965428,Rob,,Near North Side,41.89745,-87.62057,Entire home/apt,145,28,5,8/29/2020,0.22,74,365
26579870,Clean & Sanitized - Perfect Wrigleyville Stay,42518018,M J,,Lake View,41.94472,-87.65031,Entire home/apt,161,1,33,10/12/2020,1.19,4,364
26597961,Old Irving Guest Suite,17999173,Meredith,,Irving Park,41.94792,-87.73024,Private room,160,2,5,10/14/2019,0.19,2,364
26607433,Stunning downtown High Rise apartment amazing view,55331519,Ryan,,Near South Side,41.86559,-87.62667,Private room,74,1,115,10/14/2020,4.18,2,114
26628029,E. MANSION SHARED BEDROOM 4-BED E_BOTTOM BUNK,163484540,Francineuma Vitoriano Dos Santos,,Calumet Heights,41.72955,-87.57819,Shared room,15,2,37,10/8/2020,1.34,13,346
26629261,B. MANSION SHARED BEDROOM 4-BED B_TOP BUNK,163484540,Francineuma Vitoriano Dos Santos,,Calumet Heights,41.72974,-87.57805,Shared room,15,2,51,10/3/2020,1.83,13,343
26632266,Near Soldier Field + United Center + Wrigley Field,1239172,Patrick,,Lake View,41.94335,-87.65071,Entire home/apt,213,3,16,10/13/2019,0.6,1,364
26634712,"1BD at the Heart of River North, good for longer stays",8534462,Barsala,,Near North Side,41.88832,-87.6334,Entire home/apt,197,2,15,10/11/2019,0.55,48,157
26634970,Modern 2BD in River North good for longer stays,8534462,Barsala,,Near North Side,41.88807,-87.63472,Entire home/apt,263,2,17,10/12/2020,0.62,48,240
26635199,Sparkling clean 2BD at the Heart of River North,8534462,Barsala,,Near North Side,41.88956,-87.63443,Entire home/apt,263,2,13,4/29/2020,0.48,48,214
26635454,"Awesome studio at the Heart of River North, full kitchen",8534462,Barsala,,Near North Side,41.88898,-87.63316,Entire home/apt,147,2,14,10/24/2019,0.5,48,128
26638174,Al's Oasis Chicago,195024981,Al,,Irving Park,41.94898,-87.70343,Private room,60,1,67,8/30/2020,2.48,1,328
26639751,Perfect Location Nice View Downtown Apartment 3,25464317,Jing,,Near West Side,41.88204,-87.64269,Entire home/apt,123,2,177,10/15/2020,6.32,3,27
26656464,Best/Coolest Logan Square with sunroom and garden,200380922,Hy-May,,Logan Square,41.91606,-87.70188,Entire home/apt,175,3,68,5/13/2020,2.46,1,0
26685264,"Have an exciting stay in this chic studio, professionally-cleaned",8534462,Barsala,,Near North Side,41.88979,-87.63426,Entire home/apt,147,2,3,10/5/2020,0.15,48,199
