id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2384,"Hyde Park - Walk to UChicago, 10 min to McCormick",2613,Rebecca,,Hyde Park,41.7879,-87.5878,Private room,65,2,180,10/3/2020,2.55,1,359
4505,394 Great Reviews. 127 y/o House. 40 yds to train.,5775,Craig & Kathleen,,South Lawndale,41.85495,-87.69696,Entire home/apt,105,2,395,7/14/2020,2.79,1,187
7126,Tiny Studio Apartment 94 Walk Score,17928,Sarah,,West Town,41.90289,-87.68182,Entire home/apt,60,2,385,9/14/2020,2.8,1,347
9811,Barbara's Hideaway - Old Town,33004,At Home Inn,,Lincoln Park,41.91769,-87.63788,Entire home/apt,66,4,52,9/29/2020,0.65,9,310
10610,3 Comforts of Cooperative Living,2140,Lois,,Hyde Park,41.79612,-87.59261,Private room,22,1,45,9/15/2020,0.62,2,201
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91183,-87.64,Entire home/apt,115,4,20,9/12/2020,0.25,9,262
12140,Lincoln Park Guest House,46734,Sharon And Robert,,Lincoln Park,41.92335,-87.64951,Private room,289,2,4,10/17/2018,0.06,1,179
22362,Luxury in Chicago! 2BR/ 2Ba / Parking / BBQ,85811,Craig,,West Town,41.89617,-87.66041,Entire home/apt,99,91,9,10/12/2014,0.11,2,343
24833,Private Apt 1 Block to Fullerton L Red Line - Deck,101521,Red,,Lincoln Park,41.92679,-87.65521,Entire home/apt,113,32,37,7/29/2018,0.29,3,180
25879,Top 2/1  Block to Fullerton L Red Line Deck & Yard,101521,Red,,Lincoln Park,41.92693,-87.65753,Entire home/apt,94,32,47,5/11/2020,0.37,3,95
28749,"Sanitized, Huge, Quirky Bucktown Loft + Parking",27506,Laurie,,Logan Square,41.92083,-87.6801,Entire home/apt,97,2,61,10/12/2020,0.51,1,346
37738,Andersonville - Perfect location!,162364,Mat And Randy,,Uptown,41.9729,-87.66538,Private room,77,3,250,3/15/2020,2,2,241
39742,Central guestroom! Walk everywhere!,170758,Eric,,Near North Side,41.89377,-87.63465,Private room,75,2,500,9/30/2019,4.09,1,21
71930,"Rest, Relax and Explore",334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,65,3,70,7/9/2020,0.61,2,178
79101,5★Cubs/Riviera/AragonTRAIN2Bdrms/Ba,272671,Two For The Road,,Uptown,41.96792,-87.65757,Private room,180,2,151,7/5/2020,1.29,5,358
84042,The Explorer Room,334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,58,3,79,9/20/2020,0.68,2,289
110705,Fab Value!/ Spa /Deck/ARAGON/RIVIERA/TRAIN/CUBS/,272671,Two For The Road,,Uptown,41.9693,-87.65621,Private room,99,2,150,9/26/2020,1.31,5,358
126280,"Near Lake, Wrigley and Weiss Hospital",626517,Gail,,Uptown,41.96852,-87.65225,Private room,35,3,162,3/8/2020,1.42,1,171
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,198,2,32,9/20/2020,0.52,20,351
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,,Lincoln Park,41.91289,-87.63864,Entire home/apt,275,2,54,9/13/2020,0.82,20,355
165952,"Two Bedroom, One Bathroom Apartment",791089,Conrad,,Lake View,41.94274,-87.67321,Entire home/apt,198,3,60,10/21/2019,0.53,4,364
166667,Cozy Garden Studio,791089,Conrad,,North Center,41.94274,-87.67378,Entire home/apt,125,3,88,10/19/2019,0.78,4,358
166706,"Three Bedroom, Two Bathroom Combo Apartment",791089,Conrad,,Lake View,41.94221,-87.67327,Entire home/apt,280,3,22,6/3/2019,0.2,4,365
175511,1BR/1BA Suite in Chicago (3709-G1),837429,Petru,,Albany Park,41.96125,-87.72194,Entire home/apt,59,28,33,12/16/2019,0.3,2,264
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,,Logan Square,41.92918,-87.70219,Entire home/apt,159,3,508,9/27/2020,4.58,1,154
198135,Darling Damen Dwelling (with bike if you like),85708,Sarah,,North Center,41.95935,-87.67963,Private room,30,3,174,10/4/2020,1.61,1,30
207218,Historic Pullman Artist Flat - Artists & Explorers,1019125,Jb,,Pullman,41.6883,-87.60892,Entire home/apt,90,1,269,4/11/2020,2.42,2,321
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,,Pullman,41.68909,-87.6088,Entire home/apt,39,30,39,11/10/2017,0.35,2,140
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,,Logan Square,41.92543,-87.69593,Private room,79,2,20,10/14/2019,0.2,1,358
230836,Huge Bedroom with pvt marble bath,1185573,Graz Anton,,Uptown,41.96331,-87.66088,Private room,125,365,5,6/20/2018,0.05,3,0
233933,BROWN ROOM - WALK TO TRAIN TO O'HARE/DOWNTOWN,1224828,Tippi,,Irving Park,41.95602,-87.72781,Private room,55,7,153,2/16/2020,1.39,2,179
248791,Quiet Bedroom/ARAGON/Train,272671,Two For The Road,,Uptown,41.96797,-87.65791,Private room,90,2,97,2/19/2020,0.89,5,358
250354,Close to Michigan Ave and parks,1311953,Ronald,,Near South Side,41.86051,-87.62399,Entire home/apt,170,180,39,4/25/2018,0.36,1,358
258253,Studio Apartment Unit 4,1358243,June,,West Ridge,42.00692,-87.68438,Entire home/apt,48,32,21,10/11/2020,0.19,1,296
261509,You'll love Chicago! Guaranteed!,858008,Kassie,,Near North Side,41.90314,-87.63494,Entire home/apt,119,32,62,11/20/2018,0.59,1,364
264547,Steps From the Best Chicago Offers,1387948,Dominic,,Near West Side,41.88467,-87.64487,Entire home/apt,204,10,65,8/11/2019,0.63,1,362
267299,Family Style Home-walk to Aragon/Riviera,272671,Two For The Road,,Uptown,41.96924,-87.65807,Entire home/apt,875,2,22,1/6/2019,0.2,5,0
267646,Logan Square Classic Bungalow,1313038,Mark,,Logan Square,41.92716,-87.70471,Private room,103,2,139,10/20/2019,1.28,1,297
275496,Downtown 3BR/2BA Loft & Amazing River View,1142145,Jim,,Near West Side,41.88623,-87.6404,Entire home/apt,156,360,10,11/8/2014,0.13,1,364
289689,"30 Day+ Med student, interns & interim stays.",1376077,Killian,,Edgewater,41.97794,-87.65764,Private room,26,30,61,3/20/2020,0.57,1,332
289884,"Sunny Home w/ Private Bathroom, Parking, Laundry",1500490,Hailey,,Logan Square,41.92063,-87.68353,Private room,145,1,84,10/28/2019,0.83,2,365
290155,15 Minutes to Everything.  Skyline View. Quiet.,1505878,Bob,,Bridgeport,41.82702,-87.63967,Entire home/apt,130,3,50,3/17/2020,0.71,2,0
298321,nice room with king size bed,1537881,Marko,,Woodlawn,41.78216,-87.59027,Private room,47,2,46,9/28/2019,0.45,1,364
312192,Winter Specials. You'll love this apartment.,1505878,Bob,,Bridgeport,41.82741,-87.63934,Entire home/apt,146,4,39,3/15/2020,0.54,2,0
345075,"Spacious, Vintage Hyde Park Apt.",1746524,Patricia,,Kenwood,41.8077,-87.59436,Private room,85,2,232,10/29/2019,2.22,1,365
350347,"Luxury Chicago Loft, 1 blk to train w/ 2 pkg spots",845242,Jay & Elisa,,Lake View,41.93986,-87.65473,Entire home/apt,132,3,506,10/15/2020,4.81,1,321
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,The Adventurers,,West Town,41.89862,-87.65597,Entire home/apt,172,2,216,10/11/2020,2.23,2,350
404792,Eclectic West Town 2BR w/ Vintage Charm,1844352,Christine,,West Town,41.88913,-87.66763,Entire home/apt,105,14,189,8/8/2020,1.87,1,59
450648,Luxury Space - Come & Relax,2204693,Dl,,Near South Side,41.86614,-87.62275,Private room,119,3,38,6/21/2018,0.37,1,296
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.92451,-87.69385,Entire home/apt,67,2,634,10/13/2020,6.37,1,100
484898,Charming 1906 cottage Northside,2400107,Allison,,Uptown,41.97053,-87.67267,Entire home/apt,232,3,14,6/11/2018,0.14,1,0
496809,"Spacious Room with plush King Bed, Rogers Park",2453507,Estelle,,Rogers Park,42.00435,-87.67501,Private room,86,3,36,8/28/2018,0.44,2,364
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96714,-87.69611,Entire home/apt,98,3,289,10/11/2020,2.86,1,163
537419,Groovy on the Lake  private bd/bth,919011,Jacqueline,,Lake View,41.94286,-87.63919,Private room,130,1,28,10/20/2015,0.28,2,365
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93142,-87.69989,Entire home/apt,132,3,260,12/29/2019,2.56,1,296
544261,Chicago Lakefront Sailing Yacht,2189245,Daniel,,Near South Side,41.85467,-87.61417,Entire home/apt,495,2,28,7/16/2015,0.28,1,365
548905,Home Away From Home,2698691,Leo,,Grand Boulevard,41.82293,-87.61559,Entire home/apt,89,2,227,2/9/2020,2.29,1,349
573540,Drop-dead fab on the Lake  2bd/2bth,919011,Jacqueline,,Lake View,41.94284,-87.63919,Entire home/apt,490,1,35,9/21/2015,0.35,2,365
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96364,-87.68382,Private room,75,2,44,10/6/2020,0.44,2,365
585353,Great neighborhood! Price Drop *,2885441,Tracy,,West Town,41.88961,-87.66268,Private room,57,1,127,1/20/2020,1.26,6,296
585356,"Price Drop! Great Deal, Great area!",2885441,Tracy,,West Town,41.89003,-87.66241,Private room,78,1,143,3/8/2020,1.43,6,296
589939,"Recent Price Drop, awesome area!",2885441,Tracy,,West Town,41.89054,-87.66261,Shared room,69,1,66,2/17/2020,0.65,6,364
611839,"Stylish, comfortable room in nice Duplex",3034693,Daniela,,North Center,41.93537,-87.67946,Private room,43,7,161,4/30/2020,1.8,1,0
628149,Great for Students! Affordability+Location,2885441,Tracy,,West Town,41.89056,-87.66086,Private room,40,1,97,9/1/2020,0.98,6,333
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99667,-87.66213,Private room,66,2,82,7/31/2020,0.83,2,337
640841,Designer Lakeview Haven. Private Rooftop Oasis!,3200044,James,,Lake View,41.94432,-87.67128,Entire home/apt,175,5,53,8/31/2020,1.83,1,103
642053,Large Double Queen Studio Apartment in Wicker Park,81779,Laura,,West Town,41.90567,-87.67311,Hotel room,138,2,12,9/27/2020,0.12,11,346
642065,3 Bedroom Apartment in Historic Wicker Park Home,81779,Laura,,West Town,41.90686,-87.67319,Private room,142,2,40,8/13/2020,0.49,11,261
651742,Edgebrook Lg bdr by golf course,2824576,Jeff,,Forest Glen,41.99244,-87.75569,Private room,55,3,67,9/23/2020,0.71,2,348
662034,Edgebrook bdr by golf course,2824576,Jeff,,Forest Glen,41.99201,-87.75719,Private room,50,3,66,2/15/2020,0.76,2,348
681842,Bedrm/Bath - Swanky Northside Condo.,3472696,Roxane,,West Ridge,41.99348,-87.68121,Private room,50,3,26,10/16/2019,0.29,1,358
686185,Huge private br in Wicker/Ukranian,370619,Drew,,West Town,41.9025,-87.66704,Private room,85,2,110,2/17/2020,1.11,2,325
697634,"2 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.90445,-87.63336,Entire home/apt,85,30,150,12/20/2019,1.7,2,0
724895,Close to Chicago music Fest! (Students discount),2885441,Tracy,,West Town,41.88999,-87.66096,Private room,39,1,131,7/2/2020,1.35,6,358
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93932,-87.65218,Entire home/apt,99,2,625,8/2/2020,6.41,4,0
727847,Palmer Treehouse - Bedroom 2,62150,K.Anne,,Logan Square,41.92255,-87.70293,Private room,70,2,73,10/22/2019,0.75,3,365
731232,Logan Square-Chicago Prime Location-Longer Stays,3804977,Paul And Nancy,,Logan Square,41.92669,-87.699,Entire home/apt,165,2,134,3/3/2020,1.37,1,357
739495,Lovely 2 bedroom in Lincoln Square,3867687,Janet,,Lincoln Square,41.97847,-87.68087,Entire home/apt,81,28,186,3/12/2020,2.1,1,178
753809,LUXURY LOOP w/Balcony GYM & SPA by Millennium Park,3965428,Rob,,Loop,41.88624,-87.61566,Entire home/apt,130,31,13,8/15/2015,0.14,74,365
755701,3 Bedroom Victorian Beauty at Logan Square,3920450,Vas,,Logan Square,41.92997,-87.72061,Entire home/apt,65,25,20,9/30/2020,0.22,3,229
764856,Stunning Downtown Artist Loft (West Loop),2619611,Andrew,,Near West Side,41.88676,-87.64935,Entire home/apt,150,2,243,10/12/2020,2.52,2,169
773127,Comfy Room & Bike in Roscoe Village,4009750,Matt,,North Center,41.94994,-87.682,Private room,78,2,128,6/4/2017,1.32,2,0
789429,Guest bedroom with private bath,1185573,Graz Anton,,Uptown,41.96193,-87.66238,Private room,99,365,0,,,3,365
790016,Italian style in elegant apartment,1185573,Graz Anton,,Uptown,41.96046,-87.66346,Entire home/apt,299,365,16,8/18/2013,0.17,3,365
790934,04. Pullout sofa bed in common room,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,111,1,139,2/3/2020,1.44,18,180
802613,"Your Own Home, 2-Bath with Laundry and Parking!",1500490,Hailey,,Logan Square,41.92285,-87.68323,Entire home/apt,204,1,57,11/2/2019,0.6,2,176
824518,"Cozy, Beautiful & Vintage Drenched",2655877,Bret,,West Town,41.90435,-87.67518,Entire home/apt,95,28,87,4/3/2019,0.93,1,115
841024,Lux 2bd 2bt Lakeview-Wrigleyville,1254363,Mark,,Lake View,41.9443,-87.64661,Entire home/apt,239,32,15,3/19/2017,0.17,2,365
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.9217,-87.65959,Private room,85,2,98,3/29/2020,1.11,2,170
887038,Vintage Lincoln Park 2 Bed 1 Block to Fullerton L,101521,Red,,Lincoln Park,41.9263,-87.65567,Entire home/apt,105,32,36,5/26/2017,0.4,3,357
903996,Private Entrance/Steam Room Ensuite,4019426,Colleen,,Logan Square,41.92649,-87.7138,Private room,110,2,145,3/19/2020,1.62,1,237
909096,Modern Townhouse with Private Artsy Rooftop,4069585,Liz,,Humboldt Park,41.91105,-87.70927,Entire home/apt,232,30,200,2/23/2020,2.14,5,244
929914,Charming apartment in Old Town,5007980,Lynn,,Lincoln Park,41.91316,-87.63813,Entire home/apt,115,2,313,9/21/2020,3.4,1,250
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88449,-87.69659,Private room,101,3,23,11/2/2018,0.25,1,362
949514,Modern Loft-Style Pad in Wicker!,5148353,Steven,,West Town,41.90677,-87.66788,Private room,50,3,133,3/2/2020,1.43,1,0
960326,Stay in a Designer Penthouse with Art Gallery,5228189,Matthew,,West Town,41.89505,-87.65449,Entire home/apt,153,1,280,10/8/2020,3.11,15,341
979841,"Huge Victorian near Loyola, Lake #1",5076708,Lois And Eduardo,,Rogers Park,42.00498,-87.66712,Private room,79,2,209,3/15/2020,2.28,4,0
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,,Rogers Park,42.00623,-87.66794,Private room,69,2,240,2/16/2020,2.64,4,296
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,,Rogers Park,42.00426,-87.66693,Private room,69,2,233,2/23/2020,2.54,4,296
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,,Rogers Park,42.00381,-87.67082,Entire home/apt,169,2,176,2/17/2020,1.96,4,296
1020810,Beautiful Condo in Chicago,3843347,Andrea,,Near North Side,41.8943,-87.62609,Entire home/apt,85,30,30,4/6/2020,0.33,3,0
1027405,Chicago Women's Residence/ Paris Rm,5654677,Urban Art,,South Lawndale,41.85278,-87.70853,Private room,45,2,6,7/31/2016,0.09,4,88
1027463,Chicago Women's ResidenceFlorenceRm,5654677,Urban Art,,North Lawndale,41.85423,-87.70784,Private room,45,2,10,10/24/2019,0.16,4,89
1027741,Chicago Women's Residence Midler Rm,5654677,Urban Art,,South Lawndale,41.85308,-87.70718,Private room,45,2,10,9/28/2020,0.76,4,0
1056430,Charming space in Boystown/Lakeview,5830215,Albert And Antonio,,Lake View,41.94376,-87.65164,Private room,79,2,320,3/15/2020,3.49,1,231
1080532,Mid-Century mdn twnhs in Lakview,1838943,Sunnie/Randolph,,Lake View,41.93396,-87.64108,Entire home/apt,114,6,29,10/18/2019,0.33,2,93
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,3965428,Rob,,Near South Side,41.85278,-87.62453,Entire home/apt,21,30,22,8/3/2020,0.24,74,251
1096191,Studio at the Lake,6023157,Nataliya,,Uptown,41.97271,-87.65236,Entire home/apt,49,30,47,9/30/2020,0.52,1,329
1113259,Private room in a cozy city condo,6109924,Nicole,,Rogers Park,42.01761,-87.67987,Private room,43,1,132,3/15/2020,1.45,1,0
1171860,"Lincoln Park Studio, Great Value!",2658212,James,,Lincoln Park,41.92628,-87.64026,Entire home/apt,99,30,541,7/29/2020,6.08,4,66
1183249,"Boystown Studio, Outstanding Value!",2658212,James,,Lake View,41.9395,-87.64483,Entire home/apt,97,28,504,7/24/2020,5.6,4,93
1185749,3 Bedroom Charming Vintage Hideaway,1664593,Matt & Christy,,Near West Side,41.87086,-87.68305,Entire home/apt,80,30,314,3/14/2020,3.49,1,145
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,,West Town,41.91095,-87.67783,Entire home/apt,141,4,182,10/3/2020,2.02,2,357
1225964,Chicago 10 Minutes to MAG MILE!,6687262,Sharon,,Lake View,41.93804,-87.64134,Private room,70,2,9,5/5/2014,0.1,2,256
1249397,Spacious 3BD Home in Ravenswood,6808293,Jon,,Lincoln Square,41.97009,-87.67423,Entire home/apt,130,1,11,11/30/2019,0.13,2,115
1278457,Jumbo 4br in the Wicker/Ukranian,370619,Drew,,West Town,41.90439,-87.68212,Entire home/apt,225,7,22,1/4/2018,0.26,2,328
1304049,Private room near UIC Medical Dist.,7089017,Sharon,,Near West Side,41.8719,-87.68486,Private room,103,1,103,10/23/2019,1.18,1,365
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.92913,-87.66921,Entire home/apt,474,2,77,8/10/2020,0.9,1,135
1325769,"Historic walk-up, safe area, close to everything!",7195599,Kelly,,Lincoln Park,41.91355,-87.63675,Private room,110,1,23,6/30/2019,0.26,1,89
1356190,Logan Square Vintage Deluxe Suite,3069675,Gabrielle,,Logan Square,41.92083,-87.68896,Private room,85,3,306,10/10/2020,3.54,1,342
1361421,Wrigley Hostel - Queen Bed Room,7391164,Wrigley Hostel,,Lake View,41.9459,-87.65461,Hotel room,70,1,37,10/22/2020,0.45,5,365
1369384,Private bed & bath w/garage parking,7385510,Anna,,Irving Park,41.95564,-87.71154,Private room,61,2,125,11/25/2018,1.42,1,318
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96952,-87.67239,Entire home/apt,168,3,24,9/16/2019,0.27,1,213
1428024,Cozy room in Charming Apartment,4509503,Jessica,,West Town,41.91037,-87.68721,Private room,43,2,86,9/27/2020,1,1,123
1434078,Trendy Downtown 2 Bedroom,5402236,Casey,,Lincoln Park,41.92989,-87.64103,Entire home/apt,315,12,14,5/24/2019,0.18,3,362
1461451,02b. Twin bed in Coed Space,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,19,1,153,9/30/2020,1.74,18,179
1468342,Quaint Serenity in Bronzeville,4081052,Suzetta,,Grand Boulevard,41.81266,-87.61586,Private room,55,2,123,2/16/2020,1.4,1,364
1475647,01b. Twin bed in Shared Foster Cat Room,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,19,1,99,8/30/2020,1.13,18,156
1502674,The Biddle House (#2),33004,At Home Inn,,Lincoln Park,41.91307,-87.64012,Entire home/apt,105,4,39,10/2/2020,0.45,9,317
1502700,The Biddle House (WHOLE HOUSE),33004,At Home Inn,,Lincoln Park,41.91406,-87.63934,Entire home/apt,401,4,16,9/2/2019,0.2,9,357
1516154,Best Location Millennium Park Extended Stay POOL,3965428,Rob,,Loop,41.88642,-87.61695,Entire home/apt,60,31,18,8/16/2015,0.21,74,365
1541692,Private room in Chicago,8217410,Aisha & Antonio,,Oakland,41.82936,-87.6048,Private room,55,3,94,11/21/2019,1.21,1,327
1554433,Charming Home in Chicago,6088938,Eric,,Beverly,41.71348,-87.67195,Private room,49,2,166,9/7/2020,1.91,1,365
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,,Lower West Side,41.85763,-87.66236,Private room,89,2,187,3/29/2020,5.54,2,1
1584422,Magic Factory Lofts  - Not your typical Airbnb,2810938,Carole & Basil,,Near North Side,41.90607,-87.6488,Entire home/apt,212,3,26,3/16/2020,0.3,2,339
1584509,The Historic Florsheim Mansion,8442094,Russ,,Near North Side,41.90697,-87.62941,Entire home/apt,328,2,55,9/27/2020,0.67,1,330
1587078,Gorgeous Apartment in Bucktown,4908881,Irena & Martin,,Logan Square,41.91638,-87.68422,Entire home/apt,149,2,293,3/16/2020,3.37,4,265
1591370,Private Northside Chicago Apt Near Beach & Transit,8489460,Holly + Mark,,Rogers Park,42.01114,-87.67634,Entire home/apt,96,2,102,10/17/2020,1.18,1,352
1614802,Lincoln Park/De Paul area.,8595700,Carin,,Lake View,41.93455,-87.66141,Private room,64,4,275,10/10/2020,3.46,1,0
1623463,East Pilsen,8463536,Maximiliano,,Lower West Side,41.859,-87.6462,Entire home/apt,149,2,40,3/1/2020,0.95,1,89
1641601,Private Nook in Leafy Andersonville,8626951,CC & Tun,,Uptown,41.97282,-87.67257,Private room,70,4,275,3/14/2020,3.18,1,293
1648786,Quiet Rooms2 in Quiet Neighborhood,1426804,Afri,,Chatham,41.72836,-87.6136,Private room,32,2,84,3/14/2020,0.97,1,296
1656336,Park Views-Walk to Orange Line(MDW),8781008,Jenny,,Mckinley Park,41.82516,-87.67456,Entire home/apt,55,1,277,8/22/2020,3.3,1,273
1663673,iKlektik House // Cardinal,8813383,Mindy + Tony,,West Town,41.89322,-87.68572,Entire home/apt,85,2,324,10/20/2020,3.93,4,166
1668481,Cozy 2BR Apt - Humboldt Park,531832,Evan,,West Town,41.89665,-87.69719,Entire home/apt,88,59,111,6/21/2020,1.87,1,208
1672647,Victorian greystone near Loyola U!,2707385,Caitlin & Lisa,,Edgewater,41.99772,-87.67329,Entire home/apt,95,3,232,10/15/2020,2.7,1,310
1721045,*Recent Price Drop! Superb location!,2885441,Tracy,,West Town,41.89003,-87.66254,Private room,71,1,96,8/3/2020,1.12,6,296
1732652,LUX Condo Downtown BEST LOCATION ON MAG MILE AVE,3965428,Rob,,Near North Side,41.89232,-87.62369,Entire home/apt,153,32,7,9/8/2014,0.08,74,365
1746734,Spacious Stylish One Bedroom Apt In HydePark,9192868,Rebecca,,Hyde Park,41.79984,-87.59465,Entire home/apt,69,2,338,5/25/2020,3.96,1,166
1755737,"Lake View 2BR/2Bath w/ Pool, Gym. Annual lease.",9233414,Ravi,,Lake View,41.94036,-87.64068,Entire home/apt,155,365,0,,,1,363
1759389,Casa Corazón (W) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84801,-87.68127,Private room,70,2,120,3/31/2020,1.4,3,333
1778910,South Loop Cozy 2BdRm parking&WiFi&NetFlix,9339313,Leon,,Lower West Side,41.85675,-87.65501,Entire home/apt,59,1,480,6/16/2020,6.15,12,0
1810118,LARGE Private 1BR/Full Bath near U of Chicago,9483312,Ryan,,Woodlawn,41.77892,-87.59886,Private room,59,5,330,8/6/2020,4.06,1,88
1837153,Musician's Quarters,9601147,Chester,,Hyde Park,41.79963,-87.59477,Entire home/apt,115,3,47,9/26/2020,0.57,1,365
1852665,BIG LOFT Location RIVER WEST Brick,3965428,Rob,,Near West Side,41.88575,-87.65052,Entire home/apt,140,60,0,,,74,365
1854000,Elegant Lakefront Near Wrigley Field Lake Michigan,9471604,James,,Lincoln Park,41.93283,-87.64315,Entire home/apt,182,1,154,9/20/2020,1.86,1,365
1900901,"Delightful Bedroom in vintage home,  Rogers Park",2453507,Estelle,,Rogers Park,42.004,-87.67503,Private room,81,3,27,9/3/2017,0.34,2,364
1917311,Luxury Home South Loop,4547638,Rochelle,,Loop,41.86991,-87.62856,Entire home/apt,229,3,23,6/4/2018,0.27,1,0
1921670,The Hideout,9959757,Jedidiah,,Avondale,41.94663,-87.70783,Entire home/apt,57,2,242,9/1/2020,3.49,4,203
1944802,High Floor South Loop GYM POOL,3965428,Rob,,Near South Side,41.85453,-87.62052,Entire home/apt,200,60,14,10/15/2016,0.18,74,365
1954633,Lincoln Park/DePaul  - Private room & bathroom,3217364,Mary Kay,,Lincoln Park,41.93101,-87.65878,Private room,107,1,183,9/6/2020,2.32,1,364
1960332,Admire Colorful Art at an Eclectic Wrigleyville Home,10129776,Teri,,Lake View,41.94432,-87.65988,Entire home/apt,329,1,12,4/5/2020,0.43,6,315
1964520,Nowhere Will You Feel More at Home,10129776,Teri,,Lake View,41.94993,-87.66173,Entire home/apt,235,2,31,8/10/2020,0.72,6,304
1965410,Wrigleyville Gem-Eclectic Artsy Style You'll Love!,10129776,Teri,,Lake View,41.94943,-87.66129,Entire home/apt,329,2,36,8/23/2020,0.68,6,299
1984545,Mansion in Bronzeville,4010906,Bobbie,,Grand Boulevard,41.81832,-87.61463,Entire home/apt,1086,28,4,6/6/2017,0.06,8,169
1989590,Furnished  & Spacious Duplex Apt,10260239,Laura And Joel,,Logan Square,41.91472,-87.69073,Entire home/apt,70,60,201,9/20/2020,2.44,1,90
2011301,Bucktown - Great Northside Location,5166793,Carrie & Brad,,Logan Square,41.92118,-87.68678,Private room,75,1,199,10/11/2020,2.38,2,89
2012443,Great space in hip neighborhood!,7245979,Jason,,West Town,41.89278,-87.66131,Private room,36,3,188,3/18/2020,2.44,1,149
2041545,"1BR, Downtown, 1 block to Michigan",4154580,Tiffani,,Near North Side,41.89975,-87.62785,Entire home/apt,150,5,34,9/7/2018,0.43,1,81
2051690,Extra Bedroom with private entrance,10514167,Mona,,West Ridge,41.98864,-87.69345,Private room,45,30,23,8/15/2020,0.29,2,321
2062638,Downtown Urban Oasis 3BR + Huge Deck & Parking!,1876597,The Adventurers,,West Town,41.8967,-87.65734,Entire home/apt,169,2,148,10/11/2020,1.78,2,352
2103986,Mid-Century Townhouse in Lakeview,1838943,Sunnie/Randolph,,Lake View,41.93395,-87.63923,Private room,75,1,137,2/8/2020,1.75,2,78
2139407,Urban Farm Fun!  Walk to Metra/CTA,10917550,Nicky,,Humboldt Park,41.88876,-87.70858,Entire home/apt,79,1,431,10/3/2020,5.22,4,351
2163634,Bright Spacious 2 BR,223896,Stephanie,,Norwood Park,41.99462,-87.7795,Entire home/apt,95,1,173,3/23/2020,2.21,1,349
2189522,Casa Corazón (E) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84828,-87.68021,Private room,70,2,139,2/16/2020,1.74,3,339
2227179,Ukrainian Village Apartment,11365636,Christiane & Anders,,West Town,41.89984,-87.6764,Entire home/apt,100,5,46,10/14/2019,0.56,1,111
2261568,Unique 3Bedroom Penthouse,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.91944,-87.65894,Entire home/apt,140,365,2,8/2/2014,0.03,2,237
2298310,"Hyde Park / Kenwood, U of Chicago. Free bike.",1385332,Patt,,Kenwood,41.80379,-87.60386,Private room,42,2,21,2/29/2020,0.27,13,142
2305194,Wrigley Hostel - 4 Bed Private Room,7391164,Wrigley Hostel,,Lake View,41.94594,-87.65431,Hotel room,111,1,53,8/9/2020,0.67,5,365
2305230,Wrigley Hostel - 10 Bed Shared Room,7391164,Wrigley Hostel,,Lake View,41.94594,-87.65431,Hotel room,31,1,311,3/12/2020,4.36,5,265
2320027,Carriage House in Wicker Park,11848299,Anton,,West Town,41.90669,-87.68283,Entire home/apt,114,2,158,9/16/2019,1.94,1,0
