price,neighborhood,latitude,longitude,room_type,bathrooms,bedrooms,beds
350,Near North Side,41.89944,-87.62463,Entire home/apt,1.5,1,1
63,Near North Side,41.89331,-87.61671,Entire home/apt,1,,1
69,Edgewater,41.98388,-87.65502,Entire home/apt,1,1,2
90,Near North Side,41.89843,-87.62186,Entire home/apt,1,1,1
115,Irving Park,41.95348,-87.72422,Entire home/apt,1,3,3
125,West Town,41.90154,-87.6711,Entire home/apt,1,,1
400,Loop,41.88481,-87.62303,Entire home/apt,1,,2
400,Loop,41.8853,-87.62366,Entire home/apt,1,,2
158,Hyde Park,41.78847,-87.58715,Entire home/apt,1,1,3
400,Loop,41.88595,-87.62492,Entire home/apt,2,2,2
72,Greater Grand Crossing,41.76845,-87.63267,Shared room,1.5,1,2
400,Near North Side,41.895,-87.63051,Entire home/apt,1,,2
400,Near North Side,41.89605,-87.63126,Entire home/apt,1,,3
90,Near North Side,41.89325,-87.62824,Hotel room,1,1,1
70,Portage Park,41.94624,-87.75397,Entire home/apt,1,2,2
201,East Garfield Park,41.87902,-87.71557,Entire home/apt,2.5,3,7
167,Near North Side,41.89204,-87.61586,Hotel room,1,1,4
42,Near North Side,41.89176,-87.61684,Hotel room,1,1,1
399,Bridgeport,41.82802,-87.64779,Entire home/apt,1,1,2
42,Bridgeport,41.83383,-87.65335,Entire home/apt,1,2,3
69,Irving Park,41.96078,-87.69879,Entire home/apt,1,2,2
75,Logan Square,41.91675,-87.70627,Private room,1,1,1
185,Near North Side,41.89848,-87.62176,Entire home/apt,1,1,1
185,Near North Side,41.88918,-87.63641,Entire home/apt,1,1,1
140,Logan Square,41.92323,-87.69841,Entire home/apt,1,1,1
84,Humboldt Park,41.9129,-87.70371,Entire home/apt,1,1,1
59,Portage Park,41.96217,-87.77662,Entire home/apt,1,1,1
99,Near North Side,41.89173,-87.61708,Entire home/apt,1,1,1
29,Grand Boulevard,41.81617,-87.62135,Shared room,1,1,1
199,Lincoln Park,41.91883,-87.65846,Entire home/apt,1,2,2
83,North Park,41.98468,-87.71672,Entire home/apt,1,1,2
145,Near North Side,41.89862,-87.62173,Entire home/apt,1,1,1
90,Hyde Park,41.80107,-87.59454,Entire home/apt,2,2,3
165,Near North Side,41.9065,-87.63025,Entire home/apt,1,2,2
321,Logan Square,41.91929,-87.71433,Entire home/apt,3,5,6
328,Near West Side,41.87814,-87.67941,Entire home/apt,4,5,5
49,Woodlawn,41.78262,-87.60758,Private room,1,1,1
49,Woodlawn,41.78383,-87.60584,Private room,1,1,1
165,North Park,41.98225,-87.71775,Private room,1,,1
99,North Park,41.9842,-87.71793,Private room,1,,1
500,North Park,41.98295,-87.71755,Entire home/apt,2,2,2
42,Near North Side,41.89184,-87.6156,Hotel room,1,1,1
42,Near North Side,41.89138,-87.62631,Hotel room,1,1,2
42,Near North Side,41.8929,-87.62798,Hotel room,1,1,2
250,Edgewater,41.9922,-87.66205,Entire home/apt,1,2,4
79,Lower West Side,41.85367,-87.67004,Entire home/apt,1,2,2
50,West Ridge,42.01772,-87.70686,Private room,2,1,1
49,Woodlawn,41.78461,-87.60642,Private room,1,1,1
47,Edgewater,41.99178,-87.6564,Entire home/apt,1,1,3
74,Logan Square,41.91928,-87.70741,Entire home/apt,1,2,2
54,Chicago Lawn,41.77627,-87.68011,Private room,1.5,1,1
366,Bridgeport,41.8297,-87.64529,Entire home/apt,1.5,5,5
82,West Town,41.90422,-87.67258,Entire home/apt,1,,1
109,Pullman,41.68869,-87.60684,Entire home/apt,1,2,2
82,Douglas,41.82699,-87.61988,Entire home/apt,1,1,2
85,Lincoln Park,41.91586,-87.64683,Private room,1,1,1
85,Logan Square,41.93016,-87.6992,Entire home/apt,1,1,2
64,Lincoln Park,41.93141,-87.66302,Entire home/apt,1,,1
115,Lower West Side,41.85718,-87.67808,Entire home/apt,1,2,2
54,Lake View,41.93329,-87.66318,Entire home/apt,1,,1
181,Near North Side,41.91035,-87.64257,Entire home/apt,1,2,2
59,Woodlawn,41.7845,-87.60594,Private room,1,1,2
150,Near North Side,41.89063,-87.61903,Entire home/apt,1,1,1
205,Near North Side,41.89063,-87.61903,Entire home/apt,1,1,1
187,Near North Side,41.89063,-87.61903,Entire home/apt,1,1,1
216,Near North Side,41.89063,-87.61903,Entire home/apt,2,2,2
119,Near North Side,41.89063,-87.61903,Entire home/apt,1,,1
137,Near North Side,41.89063,-87.61903,Entire home/apt,1,,1
185,Near North Side,41.8989,-87.62797,Entire home/apt,1,1,1
155,Loop,41.88302,-87.63417,Entire home/apt,1,1,1
78,North Center,41.94058,-87.68308,Entire home/apt,1,2,3
1921,West Town,41.89426,-87.65338,Entire home/apt,3.5,4,7
30,Calumet Heights,41.72903,-87.57769,Private room,1.5,1,1
140,West Town,41.90934,-87.67553,Entire home/apt,1,1,1
107,Loop,41.88599,-87.62638,Entire home/apt,1,2,2
60,Lincoln Park,41.93098,-87.66506,Entire home/apt,1,,0
279,Armour Square,41.85149,-87.6322,Entire home/apt,2,4,6
279,Armour Square,41.85203,-87.63269,Entire home/apt,2,4,11
152,Loop,41.88607,-87.61885,Entire home/apt,1,,1
364,Near North Side,41.90136,-87.62574,Entire home/apt,3.5,4,5
250,West Town,41.89826,-87.68184,Entire home/apt,1,2,2
135,Near North Side,41.89846,-87.62186,Entire home/apt,1,1,1
825,Lake View,41.95179,-87.64726,Entire home/apt,3,9,9
22,Grand Boulevard,41.81562,-87.62166,Shared room,1,1,1
90,Near North Side,41.89335,-87.62641,Hotel room,1,1,1
24,Grand Boulevard,41.81505,-87.62185,Private room,1,1,1
25,Grand Boulevard,41.81481,-87.62138,Private room,1,1,1
137,Loop,41.87136,-87.63047,Entire home/apt,2,2,4
97,Near South Side,41.85382,-87.62528,Entire home/apt,2,2,4
85,Near North Side,41.89331,-87.61549,Entire home/apt,1,1,0
143,Irving Park,41.95762,-87.70781,Entire home/apt,1,3,3
52,West Town,41.89522,-87.66111,Entire home/apt,1,,1
96,Logan Square,41.92805,-87.69474,Entire home/apt,1,1,2
82,Near North Side,41.9052,-87.64389,Entire home/apt,1,1,1
575,Logan Square,41.91952,-87.67451,Entire home/apt,3.5,3,3
75,West Town,41.89446,-87.68183,Entire home/apt,2,2,2
84,Edgewater,41.98722,-87.66856,Entire home/apt,1,1,1
137,West Town,41.90263,-87.66672,Entire home/apt,1.5,2,2
63,South Lawndale,41.85266,-87.69693,Entire home/apt,1,2,2
182,Rogers Park,42.01438,-87.68273,Entire home/apt,2,3,4
60,Bridgeport,41.83656,-87.64499,Entire home/apt,1,1,1
106,Logan Square,41.92149,-87.70494,Entire home/apt,1,2,4
45,Lincoln Square,41.97704,-87.675,Private room,1,1,1
2253,West Town,41.89659,-87.65644,Entire home/apt,6,9,13
165,Near North Side,41.89181,-87.63679,Entire home/apt,1,1,1
100,Roseland,41.71113,-87.62253,Entire home/apt,1,1,1
68,Near West Side,41.86009,-87.65842,Entire home/apt,1,2,6
210,Lincoln Park,41.9125,-87.65157,Entire home/apt,1,2,3
45,Lake View,41.93479,-87.65689,Entire home/apt,1,1,1
199,Austin,41.88607,-87.74908,Entire home/apt,1,3,3
79,East Garfield Park,41.88563,-87.70512,Entire home/apt,1,2,2
178,North Center,41.94257,-87.67928,Entire home/apt,1,3,3
70,Lake View,41.94295,-87.65301,Private room,1,1,1
400,Loop,41.87,-87.63185,Entire home/apt,2,3,3
120,West Town,41.89186,-87.64497,Entire home/apt,1,2,2
67,South Shore,41.76103,-87.58639,Entire home/apt,1,1,1
225,Grand Boulevard,41.8143,-87.61471,Entire home/apt,3.5,4,4
102,Logan Square,41.92221,-87.70147,Entire home/apt,1,1,1
601,Near North Side,41.90919,-87.63765,Entire home/apt,4,8,10
318,Near North Side,41.89404,-87.63264,Entire home/apt,2,2,4
1500,West Englewood,41.76846,-87.65761,Entire home/apt,1,2,2
199,Loop,41.88313,-87.6351,Entire home/apt,2,2,3
536,West Town,41.90973,-87.67383,Entire home/apt,2,5,9
30,South Shore,41.75834,-87.55642,Private room,1,1,1
40,Near West Side,41.87085,-87.66383,Private room,1,1,1
40,Near West Side,41.87166,-87.66414,Private room,1,1,1
31,Austin,41.88246,-87.76715,Private room,3,1,1
163,Logan Square,41.9269,-87.6979,Entire home/apt,1,1,1
450,Near North Side,41.90113,-87.62527,Entire home/apt,2.5,2,2
625,Near North Side,41.90108,-87.62658,Entire home/apt,2.5,2,3
50,West Ridge,42.01665,-87.69311,Private room,1,1,1
700,Near North Side,41.90064,-87.62651,Entire home/apt,3.5,3,4
1000,Near North Side,41.90077,-87.62605,Entire home/apt,2.5,3,4
117,Near West Side,41.86945,-87.66141,Entire home/apt,1,2,2
131,Beverly,41.69975,-87.67097,Entire home/apt,1,2,2
171,South Shore,41.75343,-87.55083,Entire home/apt,1,3,4
163,Lake View,41.94551,-87.66272,Entire home/apt,1,2,2
69,West Town,41.89347,-87.65073,Private room,2,1,1
173,Near North Side,41.89063,-87.61903,Entire home/apt,1,1,1
109,Near North Side,41.89063,-87.61903,Entire home/apt,1,,1
146,Near North Side,41.89063,-87.61903,Entire home/apt,1,1,1
163,Near North Side,41.89063,-87.61903,Entire home/apt,1,1,1
28,Lower West Side,41.84927,-87.68613,Private room,1,1,1
139,North Center,41.95051,-87.68451,Entire home/apt,1,1,1
269,Lake View,41.95149,-87.64921,Entire home/apt,2,4,6
2200,West Town,41.89967,-87.65395,Entire home/apt,8.5,8,8
345,Lake View,41.94455,-87.67143,Entire home/apt,1.5,3,4
100,Albany Park,41.96452,-87.73357,Entire home/apt,1,2,3
75,Ohare,41.96369,-87.83699,Entire home/apt,1,,1
65,Lake View,41.93373,-87.64363,Entire home/apt,1,1,1
340,Grand Boulevard,41.81549,-87.61491,Entire home/apt,1.5,2,5
119,Lower West Side,41.85685,-87.67279,Entire home/apt,1,2,2
264,Near West Side,41.87203,-87.68526,Entire home/apt,1,2,2
227,Near South Side,41.85244,-87.62194,Entire home/apt,1,,1
75,Mckinley Park,41.82373,-87.67163,Entire home/apt,1,2,3
355,Lake View,41.94502,-87.65951,Entire home/apt,2,3,3
80,Douglas,41.82774,-87.61909,Entire home/apt,1,,1
200,Near North Side,41.90562,-87.62962,Entire home/apt,2,1,1
30,Woodlawn,41.78493,-87.6124,Private room,1,1,1
120,Near North Side,41.89987,-87.63079,Entire home/apt,1,,1
86,Lower West Side,41.85712,-87.66362,Entire home/apt,1,2,2
9000,Lake View,41.95011,-87.65857,Entire home/apt,1,3,3
290,West Town,41.90473,-87.67315,Entire home/apt,2.5,3,4
46,Humboldt Park,41.91102,-87.71249,Private room,1,1,1
85,Avondale,41.93564,-87.69711,Entire home/apt,1,1,1
66,Uptown,41.95656,-87.65013,Entire home/apt,1,1,1
274,Near North Side,41.90894,-87.64225,Entire home/apt,2,1,1
100,Portage Park,41.94058,-87.75806,Entire home/apt,1,1,2
327,Douglas,41.82913,-87.61746,Entire home/apt,3.5,4,4
450,Humboldt Park,41.89313,-87.69397,Entire home/apt,2.5,4,4
93,Albany Park,41.9732,-87.72564,Entire home/apt,1,2,2
249,Loop,41.87127,-87.62264,Entire home/apt,1,1,1
41,Armour Square,41.85077,-87.63393,Private room,1,1,1
49,Norwood Park,41.99084,-87.78356,Private room,1,1,1
159,Grand Boulevard,41.80943,-87.61167,Entire home/apt,1,1,1
79,Lincoln Square,41.97363,-87.69726,Entire home/apt,1.5,,1
29,New City,41.79544,-87.66097,Private room,1,1,1
200,Lake View,41.94289,-87.64884,Entire home/apt,1,3,3
40,West Town,41.90436,-87.664,Private room,1,1,1
80,Albany Park,41.97079,-87.71242,Private room,1,1,1
90,Uptown,41.96669,-87.67069,Private room,1,1,1
61,Norwood Park,41.98965,-87.78814,Entire home/apt,1,1,1
30,Bridgeport,41.83987,-87.65811,Private room,1,1,1
112,Uptown,41.97438,-87.66292,Entire home/apt,1,1,2
307,Near North Side,41.90731,-87.63461,Entire home/apt,2,2,4
155,Kenwood,41.80511,-87.59141,Entire home/apt,2,4,5
115,Lake View,41.9379,-87.65658,Entire home/apt,1,1,2
100,Edgewater,41.99195,-87.65727,Private room,1.5,1,1
45,Avondale,41.93319,-87.71509,Private room,1,1,1
95,Rogers Park,42.00719,-87.66426,Entire home/apt,1,1,2
81,Lake View,41.94524,-87.65535,Entire home/apt,1,2,3
93,Avondale,41.93376,-87.70846,Entire home/apt,1,2,3
96,Near North Side,41.89838,-87.62173,Entire home/apt,1,1,1
179,Near North Side,41.89624,-87.6332,Entire home/apt,1,1,1
204,Logan Square,41.92199,-87.67398,Entire home/apt,2,2,2
148,Logan Square,41.92011,-87.70028,Entire home/apt,1.5,2,2
85,Grand Boulevard,41.82198,-87.61265,Entire home/apt,1,2,3
160,West Town,41.89648,-87.67557,Entire home/apt,1,2,2
35,Dunning,41.94835,-87.80118,Private room,1.5,1,1
45,Edgewater,41.97676,-87.67277,Private room,1,1,1
181,Near North Side,41.8989,-87.62797,Entire home/apt,1,1,1
178,Near North Side,41.8989,-87.62797,Entire home/apt,1,1,1
400,Loop,41.88829,-87.62093,Entire home/apt,1,,3
34,East Garfield Park,41.87646,-87.7204,Private room,2,1,1
180,West Town,41.90443,-87.68095,Entire home/apt,2,2,2
95,Lincoln Park,41.91382,-87.63649,Entire home/apt,1,,1
90,Dunning,41.949,-87.7855,Private room,1,1,1
124,Lincoln Park,41.92276,-87.63928,Entire home/apt,2,2,4
94,Near North Side,41.88934,-87.63009,Private room,1,1,2
80,South Chicago,41.75226,-87.54932,Entire home/apt,1,1,2
57,Jefferson Park,41.98131,-87.77463,Entire home/apt,1,1,2
120,South Lawndale,41.8504,-87.70437,Entire home/apt,1,2,2
473,East Garfield Park,41.87958,-87.69514,Entire home/apt,4,6,11
156,Portage Park,41.96828,-87.77308,Entire home/apt,3,3,3
52,Bridgeport,41.84443,-87.64313,Private room,1,1,2
65,Avalon Park,41.73931,-87.57843,Entire home/apt,1,2,4
40,North Lawndale,41.85597,-87.69995,Entire home/apt,1,1,1
229,Logan Square,41.92404,-87.70435,Entire home/apt,2,4,5
129,Lincoln Park,41.91467,-87.64157,Entire home/apt,1,2,2
208,Loop,41.88483,-87.62567,Entire home/apt,1,,2
155,Calumet Heights,41.73375,-87.58772,Entire home/apt,1.5,3,4
75,West Ridge,42.01498,-87.70001,Private room,1,2,3
80,Near North Side,41.89862,-87.62138,Entire home/apt,1,1,1
164,West Town,41.90924,-87.67348,Private room,1.5,1,1
100,Logan Square,41.92319,-87.72209,Entire home/apt,1,3,4
197,Near North Side,41.88904,-87.63428,Entire home/apt,1,1,1
312,Loop,41.88436,-87.61644,Entire home/apt,2.5,3,3
31,Irving Park,41.96347,-87.73482,Private room,1,1,1
60,Hyde Park,41.79726,-87.58089,Entire home/apt,1,,1
56,Hyde Park,41.79436,-87.58606,Entire home/apt,1,,1
59,Hyde Park,41.79985,-87.58247,Entire home/apt,1,,1
57,Hyde Park,41.79451,-87.58375,Entire home/apt,1,1,1
59,Hyde Park,41.79271,-87.58553,Entire home/apt,1,1,1
55,Hyde Park,41.8006,-87.5853,Entire home/apt,1,1,1
61,Kenwood,41.80296,-87.58516,Entire home/apt,1,2,2
45,Ohare,42.01197,-87.93237,Private room,1,1,1
85,Portage Park,41.96474,-87.77547,Entire home/apt,1,2,2
70,Calumet Heights,41.73244,-87.58495,Entire home/apt,1,1,1
50,Armour Square,41.85219,-87.63248,Private room,1,1,1
65,Near North Side,41.89817,-87.62894,Entire home/apt,1,1,0
80,Roseland,41.68605,-87.64039,Entire home/apt,1,2,2
95,West Town,41.90509,-87.67996,Entire home/apt,1,1,1
119,Near North Side,41.89622,-87.62571,Entire home/apt,1,1,1
139,Near North Side,41.89502,-87.62791,Entire home/apt,1,,1
123,Near North Side,41.89502,-87.62791,Entire home/apt,1,,1
146,Near North Side,41.89502,-87.62791,Entire home/apt,1,,1
137,Near North Side,41.89622,-87.62571,Entire home/apt,1,1,1
157,Near North Side,41.89622,-87.62571,Entire home/apt,1,1,1
239,Near North Side,41.9087,-87.63921,Entire home/apt,2,4,5
100,Lincoln Square,41.97237,-87.68697,Entire home/apt,1,1,1
65,West Town,41.90198,-87.68167,Private room,2,2,2
350,Brighton Park,41.81583,-87.69015,Entire home/apt,2,5,6
80,Near West Side,41.87485,-87.68596,Entire home/apt,2,2,2
828,Near West Side,41.88512,-87.65355,Entire home/apt,1.5,2,4
97,East Garfield Park,41.88246,-87.6942,Entire home/apt,1,1,1
150,Near South Side,41.85398,-87.62716,Entire home/apt,1,1,1
65,Irving Park,41.94276,-87.73015,Entire home/apt,1,1,1
124,Logan Square,41.92499,-87.70732,Entire home/apt,1,,1
42,Rogers Park,42.0051,-87.65956,Entire home/apt,1,,1
154,Near North Side,41.89453,-87.63341,Entire home/apt,1,1,1
130,Loop,41.8697,-87.63206,Entire home/apt,1,,1
200,Near North Side,41.89842,-87.62069,Entire home/apt,2,2,2
135,Near North Side,41.89678,-87.63171,Entire home/apt,1,1,1
386,Bridgeport,41.84035,-87.66271,Entire home/apt,3.5,4,4
111,Lake View,41.94482,-87.67233,Entire home/apt,1,1,1
407,West Town,41.90657,-87.67192,Entire home/apt,3,4,7
279,Lake View,41.93789,-87.66139,Entire home/apt,2.5,2,2
67,Garfield Ridge,41.7961,-87.75408,Entire home/apt,1,2,2
85,Lake View,41.94658,-87.64604,Entire home/apt,1,1,2
45,Humboldt Park,41.91298,-87.70717,Entire home/apt,1,,1
71,Norwood Park,41.97374,-87.80637,Entire home/apt,1,1,2
165,Logan Square,41.92439,-87.69834,Entire home/apt,1,1,1
50,Douglas,41.82886,-87.62119,Private room,1,,0
50,Logan Square,41.91752,-87.69477,Private room,1,1,2
95,Logan Square,41.91706,-87.7108,Private room,1,1,1
26,Lower West Side,41.84871,-87.68353,Private room,1,1,1
175,West Town,41.90025,-87.66776,Entire home/apt,1.5,1,1
187,Logan Square,41.92404,-87.70435,Entire home/apt,1,3,6
200,Lake View,41.94753,-87.65369,Entire home/apt,2.5,3,5
233,Dunning,41.94218,-87.80292,Entire home/apt,2,4,6
160,Logan Square,41.91904,-87.69801,Entire home/apt,3,4,10
300,Garfield Ridge,41.81008,-87.75193,Entire home/apt,2,3,4
136,West Town,41.9066,-87.67014,Entire home/apt,2,3,5
79,Bridgeport,41.84379,-87.63927,Entire home/apt,1.5,2,2
565,Logan Square,41.91488,-87.71448,Entire home/apt,2.5,4,8
992,Logan Square,41.91522,-87.7131,Entire home/apt,3,4,6
60,South Lawndale,41.84286,-87.71504,Entire home/apt,1,2,2
109,Loop,41.88309,-87.62832,Private room,1,1,1
68,Bridgeport,41.8425,-87.63999,Entire home/apt,1,2,2
71,Logan Square,41.91676,-87.69958,Entire home/apt,1,2,2
115,Bridgeport,41.83475,-87.64823,Entire home/apt,1,2,2
99,Loop,41.88309,-87.62832,Private room,1,1,1
99,Loop,41.88309,-87.62832,Private room,1,1,1
109,Loop,41.88309,-87.62832,Private room,1,1,1
119,Loop,41.88309,-87.62832,Private room,1,1,2
119,Loop,41.88309,-87.62832,Private room,1,1,2
119,Loop,41.88309,-87.62832,Private room,1,1,2
159,Loop,41.88309,-87.62832,Private room,1,1,2
159,Loop,41.88309,-87.62832,Private room,1,1,2
179,Loop,41.88309,-87.62832,Private room,1,1,2
100,Hyde Park,41.79331,-87.58201,Entire home/apt,1,1,1
78,Logan Square,41.91889,-87.70415,Entire home/apt,1,2,1
155,Kenwood,41.80278,-87.60133,Private room,2,2,2
50,Bridgeport,41.83579,-87.64489,Private room,1,1,1
50,Chatham,41.74887,-87.61058,Entire home/apt,1,2,1
80,Lincoln Square,41.96537,-87.6867,Entire home/apt,1,2,2
97,Lake View,41.94363,-87.64329,Entire home/apt,1,1,1
48,Avondale,41.93441,-87.70446,Entire home/apt,1,,1
59,South Lawndale,41.83843,-87.71035,Entire home/apt,1,1,2
52,Douglas,41.83301,-87.62003,Private room,1,1,1
1250,West Town,41.90098,-87.68347,Entire home/apt,3.5,5,4
400,Near North Side,41.8955,-87.6305,Entire home/apt,1,,2
400,Near North Side,41.89617,-87.63061,Entire home/apt,1,,2
80,North Center,41.94643,-87.68274,Entire home/apt,1,1,1
100,West Town,41.90736,-87.67309,Entire home/apt,1,1,1
45,Irving Park,41.95835,-87.71971,Private room,2,2,3
470,West Town,41.90261,-87.69288,Private room,2.5,5,5
80,West Town,41.90526,-87.66556,Private room,1,1,1
149,Loop,41.88828,-87.61823,Entire home/apt,1,1,1
68,Hyde Park,41.80147,-87.60344,Private room,1,1,1
84,Lincoln Square,41.96688,-87.68687,Entire home/apt,1,1,1
95,Lincoln Square,41.96517,-87.68626,Entire home/apt,1,2,2
88,Lincoln Square,41.96671,-87.68532,Entire home/apt,1,1,1
80,Lincoln Square,41.96513,-87.68726,Entire home/apt,1,1,1
10,Near West Side,41.8805,-87.68369,Shared room,1,1,0
30,Armour Square,41.85159,-87.63187,Private room,1,1,1
51,Belmont Cragin,41.92813,-87.74338,Entire home/apt,1,1,1
82,Grand Boulevard,41.81657,-87.60955,Private room,1,,2
230,West Town,41.90368,-87.67845,Entire home/apt,3,3,2
175,Lower West Side,41.85935,-87.67616,Entire home/apt,2,2,2
134,Irving Park,41.95417,-87.71032,Entire home/apt,1.5,3,4
108,Avondale,41.93429,-87.69275,Entire home/apt,1,2,2
109,West Town,41.88967,-87.64684,Entire home/apt,1,1,1
290,Near North Side,41.89264,-87.61587,Entire home/apt,3,3,3
80,Lincoln Park,41.93118,-87.65169,Entire home/apt,2.5,3,4
35,Edgewater,41.98451,-87.67116,Private room,1,1,1
45,Chicago Lawn,41.76721,-87.68984,Entire home/apt,1,,1
409,Portage Park,41.94426,-87.75074,Entire home/apt,4,5,8
75,Ashburn,41.73626,-87.69516,Private room,1,1,1
54,Near North Side,41.89797,-87.62116,Entire home/apt,1,,1
75,Avondale,41.94529,-87.70667,Private room,1,1,1
50,Armour Square,41.8511,-87.63415,Private room,1,1,1
85,Lower West Side,41.85753,-87.65658,Entire home/apt,1,2,2
96,Logan Square,41.91591,-87.68495,Entire home/apt,1,1,3
81,Avondale,41.93248,-87.72286,Entire home/apt,1,3,3
39,Edgewater,41.98488,-87.67317,Private room,1,1,1
103,Loop,41.87584,-87.62416,Private room,1,1,1
112,Loop,41.86935,-87.62436,Private room,1,1,1
112,Loop,41.87007,-87.62321,Private room,1,1,0
60,Lincoln Square,41.96281,-87.677,Entire home/apt,1,1,1
60,Lincoln Square,41.96379,-87.67718,Entire home/apt,1,1,1
49,Woodlawn,41.78426,-87.61157,Private room,2,1,1
42,Rogers Park,42.01734,-87.66768,Private room,1,1,1
34,Woodlawn,41.78274,-87.60571,Private room,1,1,1
125,West Town,41.91138,-87.68546,Entire home/apt,2,3,4
147,Avondale,41.9359,-87.72437,Entire home/apt,1,3,3
68,Woodlawn,41.78225,-87.60614,Entire home/apt,2,2,2
31,Woodlawn,41.78334,-87.60597,Private room,1,1,1
160,East Garfield Park,41.88259,-87.70133,Private room,1,2,2
9999,Loop,41.88732,-87.62463,Hotel room,1,1,1
9999,Loop,41.8877,-87.62517,Hotel room,2,1,2
9999,Loop,41.88741,-87.62512,Hotel room,1,1,2
115,Uptown,41.96551,-87.66531,Entire home/apt,1,3,4
129,Greater Grand Crossing,41.76051,-87.59908,Entire home/apt,1,3,3
68,Hyde Park,41.80039,-87.58285,Entire home/apt,1,2,2
100,East Garfield Park,41.88259,-87.69225,Private room,1,1,1
35,East Garfield Park,41.87785,-87.72048,Private room,1,1,1
160,Humboldt Park,41.90189,-87.71071,Entire home/apt,2,3,4
188,Loop,41.88306,-87.62577,Entire home/apt,2,2,6
85,Woodlawn,41.77952,-87.59534,Entire home/apt,1,2,2
174,Near North Side,41.89456,-87.62793,Entire home/apt,1,1,2
171,West Town,41.89888,-87.66788,Entire home/apt,1,2,3
63,Irving Park,41.96154,-87.73366,Entire home/apt,1,2,2
190,Kenwood,41.80503,-87.60557,Entire home/apt,1,1,2
95,Logan Square,41.92142,-87.71833,Entire home/apt,1,2,3
400,Loop,41.88445,-87.63213,Entire home/apt,1,,2
238,Edgewater,41.99774,-87.66756,Entire home/apt,1,3,3
65,South Lawndale,41.84537,-87.69718,Entire home/apt,1,2,2
70,Logan Square,41.91954,-87.7188,Entire home/apt,1,1,1
22,Albany Park,41.97228,-87.72032,Private room,1,1,1
169,Lincoln Park,41.92276,-87.63928,Entire home/apt,2,2,3
150,Near South Side,41.86493,-87.62466,Entire home/apt,1,1,1
159,Loop,41.87149,-87.62472,Entire home/apt,1,1,1
30,Woodlawn,41.78202,-87.60812,Private room,1,1,1
400,Loop,41.88511,-87.62541,Entire home/apt,1,,2
93,Near North Side,41.89299,-87.63117,Entire home/apt,2,2,3
231,Near West Side,41.88716,-87.65226,Entire home/apt,2,2,7
289,Near West Side,41.8873,-87.653,Entire home/apt,2,3,7
400,Near North Side,41.89585,-87.63092,Entire home/apt,1,,3
99,Near North Side,41.89569,-87.62689,Entire home/apt,1,1,1
120,Douglas,41.83156,-87.61953,Entire home/apt,1,2,2
140,Near North Side,41.88977,-87.63294,Entire home/apt,1,,1
335,Loop,41.88656,-87.61483,Entire home/apt,2.5,3,3
60,Portage Park,41.94867,-87.76467,Entire home/apt,1,,1
99,North Park,41.97509,-87.71999,Entire home/apt,2,3,4
163,West Town,41.89126,-87.66994,Entire home/apt,1,1,2
400,Near North Side,41.89458,-87.6324,Entire home/apt,1,,2
87,Near South Side,41.85379,-87.62242,Entire home/apt,1,1,2
101,Near South Side,41.8535,-87.62237,Entire home/apt,1,1,4
35,Irving Park,41.93941,-87.72923,Private room,1,1,1
400,Near West Side,41.88155,-87.64299,Entire home/apt,1,,2
400,Near North Side,41.89281,-87.61682,Entire home/apt,1,,2
36,West Town,41.89857,-87.69515,Private room,1,,1
500,Near West Side,41.88682,-87.65067,Entire home/apt,4,5,14
50,West Ridge,42.01788,-87.70866,Private room,1.5,1,1
58,Woodlawn,41.78484,-87.61066,Private room,2,1,1
234,Near South Side,41.86558,-87.62555,Entire home/apt,1,1,2
36,Edgewater,41.99279,-87.67185,Private room,1,1,1
90,Washington Park,41.79165,-87.61535,Private room,1,1,2
65,Logan Square,41.91805,-87.68899,Private room,1,1,1
75,Auburn Gresham,41.74754,-87.64979,Private room,1.5,1,2
643,Near North Side,41.91076,-87.63818,Entire home/apt,2,4,5
70,Woodlawn,41.78135,-87.60501,Private room,1,1,1
39,Avondale,41.93321,-87.70427,Entire home/apt,1,1,1
70,Albany Park,41.96574,-87.70267,Private room,1,1,1
49,Rogers Park,42.00901,-87.66402,Entire home/apt,1,,2
26,Woodlawn,41.78243,-87.60759,Private room,1,1,1
55,Norwood Park,41.99771,-87.79452,Entire home/apt,1,1,2
64,Lincoln Park,41.93,-87.64515,Shared room,1,1,1
125,Near North Side,41.90207,-87.63089,Shared room,1,1,1
162,Near West Side,41.88545,-87.64298,Entire home/apt,1,1,1
161,Loop,41.88691,-87.6257,Entire home/apt,2,2,2
200,Lincoln Park,41.92196,-87.65681,Entire home/apt,1,3,5
110,Morgan Park,41.69561,-87.66404,Entire home/apt,1.5,3,3
78,Edgewater,41.98854,-87.66198,Entire home/apt,1,1,2
695,Irving Park,41.95335,-87.71949,Entire home/apt,3,7,7
183,Near North Side,41.8989,-87.62797,Entire home/apt,2,2,2
78,West Town,41.90782,-87.67323,Entire home/apt,1,2,2
64,Hyde Park,41.80021,-87.59068,Entire home/apt,1,2,2
179,Loop,41.87203,-87.62428,Entire home/apt,1,,1
275,Loop,41.87059,-87.62387,Entire home/apt,1,1,2
309,Loop,41.87068,-87.62539,Entire home/apt,2,2,3
96,Lower West Side,41.85535,-87.68558,Entire home/apt,2,2,3
327,Loop,41.87127,-87.62346,Entire home/apt,2,2,3
252,Loop,41.87073,-87.62479,Entire home/apt,1,1,2
