price,neighborhood,latitude,longitude,room_type,bathrooms,bedrooms,beds
49,Armour Square,41.84791,-87.63324,Private room,2,1,2
66,Edgewater,41.98758,-87.66242,Private room,1,1,2
66,Edgewater,41.9878,-87.66281,Private room,1,1,1
100,Near North Side,41.89451,-87.62543,Entire home/apt,1,1,1
150,Lake View,41.94224,-87.66365,Private room,1,1,1
145,Rogers Park,42.01237,-87.66968,Entire home/apt,1,2,2
128,Lake View,41.94525,-87.65854,Entire home/apt,1,3,4
130,West Town,41.91232,-87.69434,Entire home/apt,1,3,3
76,Edgewater,41.98779,-87.66215,Entire home/apt,1,3,5
69,North Park,41.98443,-87.71488,Private room,1,1,2
175,Lake View,41.94644,-87.64994,Entire home/apt,2,3,3
175,Near North Side,41.90895,-87.63982,Entire home/apt,2,2,3
34,Norwood Park,41.98385,-87.82015,Private room,1,1,1
45,Woodlawn,41.78387,-87.60725,Private room,1,1,1
45,Woodlawn,41.78189,-87.6063,Private room,1,1,1
45,Woodlawn,41.78018,-87.60054,Private room,1,1,1
45,Woodlawn,41.7824,-87.6018,Private room,1,1,1
42,Woodlawn,41.78096,-87.59993,Private room,1,1,1
55,Logan Square,41.92986,-87.71076,Entire home/apt,1,1,2
66,West Town,41.89696,-87.66332,Private room,1,1,1
125,Loop,41.88715,-87.61756,Entire home/apt,1,1,1
82,West Town,41.90815,-87.68606,Entire home/apt,1,1,2
93,Near West Side,41.86444,-87.64572,Entire home/apt,1,1,1
115,West Town,41.89896,-87.67864,Entire home/apt,1,2,4
42,Near North Side,41.89235,-87.62732,Hotel room,1,1,4
75,Humboldt Park,41.8986,-87.70254,Entire home/apt,1,3,3
42,Near North Side,41.89235,-87.62732,Hotel room,1,1,4
121,Uptown,41.97533,-87.66285,Entire home/apt,1,,1
42,Near North Side,41.89235,-87.62732,Hotel room,1,1,4
76,Lake View,41.95261,-87.6611,Entire home/apt,1,2,3
100,Lincoln Park,41.92051,-87.64072,Entire home/apt,1,2,1
140,Logan Square,41.92135,-87.70253,Entire home/apt,2,2,2
134,Rogers Park,42.00214,-87.66412,Entire home/apt,2,3,3
150,Logan Square,41.91629,-87.70553,Entire home/apt,2,2,2
85,Jefferson Park,41.97169,-87.77026,Entire home/apt,1,2,2
62,Humboldt Park,41.91038,-87.70326,Entire home/apt,1,1,2
33,North Park,41.97815,-87.71494,Private room,1,1,1
55,Loop,41.88408,-87.62592,Shared room,1,1,0
90,Logan Square,41.92318,-87.69076,Entire home/apt,1,1,1
49,Near West Side,41.87412,-87.68807,Private room,2,1,1
150,Ohare,41.97259,-87.84546,Entire home/apt,1,1,1
175,Lake View,41.9414,-87.63928,Entire home/apt,2.5,2,2
129,West Town,41.91019,-87.68962,Entire home/apt,1,2,2
121,Loop,41.88306,-87.62577,Entire home/apt,2,2,5
36,Irving Park,41.95907,-87.72891,Entire home/apt,1,,1
28,South Shore,41.76277,-87.57393,Private room,1,1,1
90,Logan Square,41.92211,-87.68823,Entire home/apt,1,2,4
69,Lincoln Park,41.93108,-87.64648,Private room,1,1,1
89,Loop,41.88676,-87.61682,Entire home/apt,1,1,1
99,Edgewater,41.98623,-87.66874,Entire home/apt,1,3,5
75,West Town,41.90377,-87.6889,Private room,1,1,1
81,Near North Side,41.90081,-87.6326,Private room,1,1,1
42,Near North Side,41.89235,-87.62732,Hotel room,1,1,4
76,Lake View,41.9402,-87.66138,Entire home/apt,1,1,2
307,Loop,41.88598,-87.61662,Entire home/apt,2.5,3,3
109,Lake View,41.94731,-87.6631,Entire home/apt,1,1,2
39,Jefferson Park,41.97723,-87.76578,Entire home/apt,1,1,2
95,West Ridge,41.993,-87.69421,Entire home/apt,2,3,3
125,Irving Park,41.95033,-87.73564,Entire home/apt,1,2,2
61,West Town,41.90685,-87.68726,Entire home/apt,1,2,3
29,North Lawndale,41.85649,-87.69344,Private room,1,1,1
42,Near North Side,41.89235,-87.62732,Hotel room,1,1,4
99,Logan Square,41.91901,-87.69944,Entire home/apt,1,2,3
42,Near North Side,41.89235,-87.62732,Hotel room,1,1,4
919,Near North Side,41.90342,-87.63409,Entire home/apt,4,5,8
368,Near North Side,41.8911,-87.62252,Entire home/apt,2,2,2
28,North Lawndale,41.8582,-87.69504,Private room,1,1,1
350,Loop,41.87278,-87.62562,Entire home/apt,2,1,1
35,Lower West Side,41.8557,-87.65534,Private room,1,1,1
215,Loop,41.87392,-87.63197,Entire home/apt,2,2,2
300,Near North Side,41.89129,-87.6169,Entire home/apt,1,2,3
120,North Center,41.95692,-87.67742,Entire home/apt,1,1,1
74,Logan Square,41.9278,-87.71479,Entire home/apt,1,2,2
43,Near West Side,41.87529,-87.68797,Private room,2,1,1
23,Mount Greenwood,41.69118,-87.7273,Private room,1,1,1
110,West Town,41.90281,-87.67078,Private room,1,1,1
50,West Town,41.90651,-87.66808,Entire home/apt,1,1,1
95,Grand Boulevard,41.81803,-87.61926,Entire home/apt,1,2,2
54,Avondale,41.93549,-87.71056,Private room,1,1,1
102,Mckinley Park,41.82948,-87.67526,Entire home/apt,1,2,2
29,Jefferson Park,41.97198,-87.7764,Private room,1,1,1
37,Lower West Side,41.85876,-87.65192,Entire home/apt,1,2,2
59,Logan Square,41.91559,-87.68975,Private room,1,1,1
292,Austin,41.88576,-87.75795,Entire home/apt,5,7,19
76,Lake View,41.93819,-87.66493,Entire home/apt,2,2,2
49,Uptown,41.97576,-87.65634,Private room,1,1,1
105,Lincoln Park,41.91121,-87.63807,Entire home/apt,1,1,2
94,Humboldt Park,41.9122,-87.7053,Entire home/apt,1,,2
132,Edison Park,42.01304,-87.80805,Entire home/apt,2,3,4
43,Lincoln Square,41.96756,-87.6909,Private room,1,1,1
112,Uptown,41.95847,-87.65647,Entire home/apt,1,1,1
61,Lower West Side,41.84556,-87.68463,Entire home/apt,1,2,3
689,Near North Side,41.89049,-87.62327,Entire home/apt,2,2,3
70,West Town,41.89562,-87.68238,Entire home/apt,1,1,1
28,North Lawndale,41.85878,-87.69358,Private room,1,1,1
114,Lincoln Park,41.92286,-87.64367,Entire home/apt,1,1,1
1000,Near North Side,41.88978,-87.63155,Entire home/apt,1,2,4
125,Irving Park,41.95831,-87.71729,Entire home/apt,1,2,2
41,Edgewater,41.99561,-87.66379,Private room,1,1,1
43,Edgewater,41.99561,-87.66379,Private room,1,1,1
140,Near North Side,41.90297,-87.63117,Entire home/apt,1,,1
169,West Town,41.91144,-87.66588,Entire home/apt,2,3,5
170,West Town,41.91015,-87.66708,Entire home/apt,2,3,5
80,Avondale,41.93542,-87.69442,Private room,1,1,1
75,South Shore,41.76554,-87.56825,Entire home/apt,1,1,1
75,Lake View,41.94771,-87.65372,Private room,1,1,0
159,Lincoln Park,41.91437,-87.6472,Entire home/apt,1,2,2
25,Garfield Ridge,41.79252,-87.78619,Private room,1,1,1
90,Near North Side,41.89235,-87.62732,Hotel room,1,1,1
21,Mount Greenwood,41.69121,-87.72491,Private room,1,1,1
299,Hyde Park,41.79842,-87.60525,Entire home/apt,2,4,4
155,Near North Side,41.89167,-87.6212,Entire home/apt,1,1,2
100,West Town,41.90901,-87.67396,Private room,1,2,2
101,Lake View,41.94015,-87.66559,Entire home/apt,2.5,3,3
83,Lake View,41.9501,-87.65044,Private room,1,1,1
54,Uptown,41.9674,-87.6516,Private room,1.5,1,1
107,Rogers Park,42.00497,-87.66306,Entire home/apt,3,3,4
140,Edgewater,41.98683,-87.66695,Entire home/apt,2.5,3,2
150,Lake View,41.93638,-87.64137,Entire home/apt,3.5,4,4
70,Irving Park,41.95963,-87.73626,Private room,1,1,1
70,Lincoln Square,41.97788,-87.69694,Entire home/apt,1,2,3
45,West Town,41.90155,-87.67836,Private room,1,1,1
67,Lower West Side,41.85856,-87.65955,Entire home/apt,1,2,5
39,Irving Park,41.94806,-87.72023,Private room,1,1,1
90,Portage Park,41.96625,-87.75768,Entire home/apt,1,1,1
92,West Town,41.89488,-87.69385,Entire home/apt,1,1,1
148,West Town,41.8936,-87.66118,Entire home/apt,1,2,2
169,West Town,41.90004,-87.69215,Entire home/apt,1,3,3
85,Lincoln Park,41.91951,-87.65097,Entire home/apt,1,1,4
186,Near West Side,41.88775,-87.67421,Entire home/apt,1,3,3
50,West Town,41.89826,-87.65699,Private room,1,1,1
450,Lincoln Park,41.93132,-87.66984,Entire home/apt,2,3,6
149,Loop,41.88556,-87.6188,Entire home/apt,1,1,2
107,West Town,41.89742,-87.67826,Entire home/apt,1,2,2
90,Logan Square,41.92061,-87.68957,Entire home/apt,1,2,3
61,Lake View,41.93863,-87.66581,Entire home/apt,1,1,2
249,Edgewater,41.99084,-87.66193,Entire home/apt,2,2,2
85,Humboldt Park,41.90733,-87.70941,Entire home/apt,1,1,2
106,Oakland,41.82251,-87.60583,Entire home/apt,1,1,3
87,Irving Park,41.94353,-87.7307,Entire home/apt,1,1,1
47,Bridgeport,41.83433,-87.65157,Private room,1,1,1
137,Near North Side,41.89211,-87.61897,Entire home/apt,1,1,2
843,West Town,41.89435,-87.68179,Entire home/apt,4.5,4,4
271,Loop,41.87362,-87.63152,Entire home/apt,1,2,2
56,Avondale,41.93563,-87.69241,Entire home/apt,1,3,3
55,Near North Side,41.89963,-87.63219,Entire home/apt,1,1,1
49,Uptown,41.97494,-87.66427,Private room,1,1,1
264,Lake View,41.93602,-87.64037,Entire home/apt,1.5,2,2
100,Lower West Side,41.8497,-87.68185,Entire home/apt,1,1,2
285,Lincoln Park,41.92211,-87.63924,Entire home/apt,2,3,3
73,Bridgeport,41.83316,-87.65351,Private room,1,1,1
28,West Ridge,41.99327,-87.70264,Private room,1,1,1
3429,Irving Park,41.95982,-87.71169,Entire home/apt,2,2,2
350,Brighton Park,41.81706,-87.69194,Entire home/apt,2,5,6
82,Hyde Park,41.79749,-87.58404,Entire home/apt,1,1,0
159,Loop,41.88744,-87.61939,Entire home/apt,1,1,1
158,Near South Side,41.84611,-87.62551,Entire home/apt,2,2,2
159,Loop,41.88762,-87.61782,Entire home/apt,2,2,4
149,Logan Square,41.92056,-87.68935,Entire home/apt,1,2,3
80,Lincoln Square,41.96533,-87.68213,Entire home/apt,1,2,4
89,West Town,41.90882,-87.66915,Entire home/apt,1,2,3
38,West Lawn,41.7776,-87.71865,Private room,1,1,1
218,Uptown,41.96648,-87.66885,Entire home/apt,2,4,8
45,Lower West Side,41.85624,-87.65298,Entire home/apt,1.5,2,2
177,Near North Side,41.89789,-87.63692,Hotel room,1,,6
176,Lake View,41.94644,-87.65503,Entire home/apt,1,3,3
144,Hyde Park,41.80104,-87.59925,Private room,2,2,3
70,Kenwood,41.80326,-87.60139,Private room,3,1,1
45,Portage Park,41.96039,-87.76888,Private room,1,1,1
135,Logan Square,41.92455,-87.71828,Entire home/apt,1,2,2
614,Lake View,41.94522,-87.66474,Entire home/apt,4,6,7
76,Lake View,41.93975,-87.64756,Entire home/apt,1,1,4
89,Lake View,41.93264,-87.66435,Entire home/apt,1,1,1
94,Lake View,41.95197,-87.65951,Entire home/apt,1,1,2
110,West Town,41.89719,-87.68934,Entire home/apt,1,2,2
196,Uptown,41.9634,-87.66294,Entire home/apt,2,3,4
260,Hermosa,41.93442,-87.73707,Entire home/apt,2,3,4
663,Lake View,41.95385,-87.67331,Entire home/apt,2,4,8
50,Edgewater,41.98737,-87.66484,Entire home/apt,1,1,1
144,Uptown,41.97465,-87.67111,Entire home/apt,1,3,3
78,Logan Square,41.91766,-87.69574,Private room,1,1,1
300,Lincoln Square,41.96623,-87.68048,Entire home/apt,2.5,3,3
70,Logan Square,41.91662,-87.70165,Private room,1,1,1
68,Logan Square,41.91466,-87.68861,Entire home/apt,1,,2
80,Logan Square,41.93084,-87.70318,Entire home/apt,1,1,1
146,Rogers Park,42.01374,-87.68137,Entire home/apt,2,2,2
58,Portage Park,41.96524,-87.78242,Entire home/apt,1,1,1
94,North Center,41.94552,-87.67786,Entire home/apt,2,2,3
649,West Town,41.89188,-87.67576,Entire home/apt,3.5,4,7
60,Armour Square,41.85487,-87.63038,Private room,2,1,1
495,Lake View,41.94311,-87.65143,Private room,1,2,2
89,West Town,41.89957,-87.69516,Entire home/apt,1,,1
22,South Shore,41.77074,-87.56893,Private room,1,1,2
89,West Town,41.89868,-87.69105,Entire home/apt,1,1,2
66,Albany Park,41.97271,-87.708,Entire home/apt,1,2,2
129,Armour Square,41.85,-87.63377,Entire home/apt,1,3,3
147,Near West Side,41.8742,-87.68264,Entire home/apt,2,2,3
170,Near North Side,41.89808,-87.63522,Hotel room,1,,5
80,Lake View,41.93925,-87.64483,Entire home/apt,1,1,1
299,Near North Side,41.89313,-87.61669,Entire home/apt,2,2,2
102,Near North Side,41.90339,-87.62925,Entire home/apt,1,1,1
120,Irving Park,41.95965,-87.70991,Entire home/apt,1,2,2
80,Logan Square,41.91537,-87.69754,Entire home/apt,1,2,2
550,Uptown,41.95953,-87.65615,Entire home/apt,1,2,3
55,Woodlawn,41.77806,-87.60106,Private room,1,1,1
175,Uptown,41.97527,-87.66268,Entire home/apt,1,3,3
39,Lower West Side,41.85517,-87.67633,Private room,1,1,1
104,Loop,41.8866,-87.62655,Entire home/apt,1,2,2
624,Lincoln Park,41.91484,-87.65109,Entire home/apt,2.5,4,5
182,Near North Side,41.89856,-87.63641,Hotel room,1,,4
128,Near North Side,41.8983,-87.6359,Private room,1,,4
137,Near North Side,41.89805,-87.63599,Hotel room,1,1,2
114,Near North Side,41.89811,-87.63633,Hotel room,1,,1
39,Lower West Side,41.8555,-87.67166,Private room,1,1,1
92,Near North Side,41.89824,-87.63599,Hotel room,1,,1
699,Lake View,41.94876,-87.65879,Entire home/apt,1,,2
73,West Town,41.8978,-87.68158,Entire home/apt,1,2,2
58,Grand Boulevard,41.81597,-87.61461,Entire home/apt,1,2,3
41,Logan Square,41.91966,-87.67725,Private room,1,1,1
40,West Ridge,42.01653,-87.68788,Private room,2,1,2
141,Near North Side,41.90659,-87.63508,Entire home/apt,3,3,3
295,Near North Side,41.90779,-87.63474,Entire home/apt,2.5,3,3
115,Lake View,41.96076,-87.6659,Private room,1,1,1
1036,Logan Square,41.9274,-87.69417,Entire home/apt,2,3,13
89,Near South Side,41.85962,-87.62352,Private room,1,1,1
95,Near North Side,41.89474,-87.62618,Entire home/apt,1,,1
36,South Shore,41.75192,-87.57353,Private room,1,1,1
150,Lincoln Park,41.93028,-87.64145,Entire home/apt,1,1,2
95,North Center,41.9474,-87.68766,Entire home/apt,1,3,3
89,Logan Square,41.91484,-87.68958,Private room,2.5,1,1
142,West Town,41.89142,-87.65993,Entire home/apt,1,2,3
30,Logan Square,41.92764,-87.71233,Private room,1,1,1
25,Logan Square,41.92763,-87.71225,Private room,1,1,0
70,Avondale,41.94561,-87.70369,Entire home/apt,1,1,1
65,Bridgeport,41.83707,-87.64987,Private room,1,1,1
62,Rogers Park,42.00568,-87.66885,Shared room,1,1,2
113,Lincoln Park,41.91618,-87.63608,Entire home/apt,1,1,1
151,Lake View,41.93517,-87.65418,Entire home/apt,1,2,2
195,West Town,41.90463,-87.67334,Entire home/apt,2,3,4
93,Lake View,41.94794,-87.66246,Entire home/apt,1,2,2
714,Lake View,41.94661,-87.65398,Entire home/apt,2.5,4,7
142,North Center,41.94493,-87.67909,Entire home/apt,1,1,1
293,Near West Side,41.88391,-87.65376,Entire home/apt,2,2,2
65,Irving Park,41.95249,-87.73211,Entire home/apt,1,1,1
90,Logan Square,41.9271,-87.70253,Private room,1,1,1
70,Logan Square,41.92934,-87.70877,Entire home/apt,1,,1
116,Near North Side,41.89388,-87.62701,Entire home/apt,1,1,2
101,Near North Side,41.89403,-87.62713,Entire home/apt,1,1,1
1000,Belmont Cragin,41.93831,-87.76228,Entire home/apt,1,1,1
94,Avondale,41.93287,-87.6923,Entire home/apt,2,3,3
71,Dunning,41.9518,-87.83528,Entire home/apt,1,1,1
128,Lake View,41.93774,-87.6461,Entire home/apt,1,2,2
57,Woodlawn,41.78318,-87.61015,Entire home/apt,1,3,4
125,Lake View,41.94068,-87.64653,Private room,1,1,1
300,Loop,41.88682,-87.62843,Entire home/apt,1,1,2
100,Grand Boulevard,41.81082,-87.61021,Private room,1.5,1,1
115,Logan Square,41.92769,-87.71098,Entire home/apt,1,3,3
59,Woodlawn,41.78423,-87.61118,Private room,1,1,1
89,Rogers Park,42.00553,-87.67261,Entire home/apt,1,2,2
256,Uptown,41.97109,-87.65349,Entire home/apt,2.5,3,3
76,Lake View,41.93875,-87.66413,Entire home/apt,1,2,2
193,Lincoln Park,41.93122,-87.6679,Private room,1,2,4
111,West Town,41.9086,-87.68877,Entire home/apt,1,,1
114,Logan Square,41.91409,-87.71184,Entire home/apt,1,2,2
136,Avondale,41.9329,-87.69103,Entire home/apt,2,3,9
86,Near North Side,41.90107,-87.63298,Private room,1,1,3
1079,Near North Side,41.89326,-87.62869,Entire home/apt,2,5,5
292,Near North Side,41.89311,-87.62365,Entire home/apt,3,3,3
159,Logan Square,41.92627,-87.71276,Entire home/apt,2,3,3
136,Logan Square,41.92515,-87.70696,Entire home/apt,1,,1
99,Lower West Side,41.85705,-87.65228,Entire home/apt,1,2,2
130,Lake View,41.93836,-87.66387,Entire home/apt,2,4,5
65,Albany Park,41.9697,-87.71219,Entire home/apt,1,1,2
84,Near North Side,41.89658,-87.63257,Entire home/apt,1,,1
650,Lincoln Park,41.93235,-87.65461,Entire home/apt,3,3,3
198,West Ridge,41.99347,-87.67771,Entire home/apt,2,3,3
65,Kenwood,41.80239,-87.60111,Private room,3,1,2
69,Humboldt Park,41.90927,-87.73176,Entire home/apt,1,3,3
119,Near North Side,41.89708,-87.63292,Entire home/apt,1,,1
35,Logan Square,41.93123,-87.68835,Private room,1.5,1,1
87,Lake View,41.93475,-87.65903,Entire home/apt,1,3,3
271,Lincoln Park,41.91912,-87.6535,Entire home/apt,1,3,4
155,West Town,41.90104,-87.67594,Entire home/apt,1,2,2
50,Washington Park,41.78577,-87.61429,Entire home/apt,2,2,2
105,West Town,41.90911,-87.67924,Private room,1,1,1
50,Edgewater,41.98246,-87.67188,Private room,1,1,1
139,West Town,41.89881,-87.67153,Entire home/apt,1,2,3
81,West Town,41.89763,-87.66252,Private room,1,1,1
150,Near West Side,41.88581,-87.6607,Private room,1,,1
219,Lake View,41.93429,-87.65776,Entire home/apt,1,2,3
72,Jefferson Park,41.97205,-87.76526,Entire home/apt,1,,2
33,North Park,41.99243,-87.71374,Private room,1,1,1
46,Woodlawn,41.78423,-87.61116,Private room,1,1,1
993,West Town,41.89523,-87.6551,Entire home/apt,2,3,4
135,Near North Side,41.908,-87.63582,Entire home/apt,1,,1
245,Lake View,41.94969,-87.66128,Entire home/apt,1.5,3,3
100,Lake View,41.93833,-87.65493,Entire home/apt,1,1,1
42,Lower West Side,41.85582,-87.66964,Private room,1,1,1
40,Hyde Park,41.7958,-87.60128,Private room,1,1,1
150,West Town,41.89921,-87.67423,Entire home/apt,1,1,1
75,Lincoln Square,41.9721,-87.67476,Private room,1,1,1
50,Near West Side,41.88544,-87.65298,Private room,1,1,1
95,Lincoln Square,41.98019,-87.68991,Entire home/apt,1,1,1
600,Lake View,41.94377,-87.65308,Entire home/apt,3.5,4,7
35,Belmont Cragin,41.91684,-87.75678,Private room,1,,1
140,Lake View,41.95066,-87.65107,Entire home/apt,1,1,0
102,Lincoln Square,41.97586,-87.69058,Entire home/apt,1,2,3
66,West Town,41.89602,-87.66267,Private room,1,1,1
84,Lake View,41.94531,-87.65073,Entire home/apt,2,2,2
79,Bridgeport,41.83677,-87.65666,Entire home/apt,1,1,1
114,Archer Heights,41.80395,-87.7175,Private room,1,1,2
38,Norwood Park,41.99098,-87.78225,Private room,1.5,1,1
65,Lower West Side,41.85403,-87.67767,Private room,1,1,1
32,Rogers Park,42.0161,-87.66722,Private room,1,1,1
62,Near West Side,41.85979,-87.65854,Entire home/apt,1,2,4
199,West Town,41.90669,-87.68404,Entire home/apt,2,4,5
350,West Town,41.89988,-87.68072,Entire home/apt,2,3,3
207,Near South Side,41.8607,-87.62002,Entire home/apt,1.5,1,1
110,Near North Side,41.90462,-87.6283,Entire home/apt,1,1,3
421,Lake View,41.93401,-87.641,Entire home/apt,1.5,3,3
40,Austin,41.91622,-87.76079,Private room,1,1,1
63,Douglas,41.83301,-87.61992,Private room,1,1,1
63,Irving Park,41.95398,-87.71245,Private room,1.5,1,1
325,Lake View,41.94495,-87.66185,Entire home/apt,2,2,2
55,Near North Side,41.90079,-87.6306,Entire home/apt,1,,1
56,Near North Side,41.90062,-87.63085,Entire home/apt,1,,1
75,Bridgeport,41.83247,-87.6486,Entire home/apt,1,1,2
41,Norwood Park,41.99098,-87.78396,Private room,1.5,1,1
44,Near West Side,41.87785,-87.68416,Entire home/apt,1,1,1
125,Lincoln Park,41.9135,-87.64316,Entire home/apt,1,,2
60,Loop,41.88205,-87.6267,Private room,1.5,1,1
83,Lake View,41.94887,-87.65037,Private room,1,1,1
299,West Town,41.89532,-87.64947,Entire home/apt,1,2,4
94,West Town,41.9019,-87.68784,Entire home/apt,1,1,2
83,Lake View,41.95044,-87.64901,Private room,1,1,1
70,West Town,41.89682,-87.67759,Private room,1,1,1
104,Portage Park,41.96748,-87.76879,Entire home/apt,2,2,4
118,West Town,41.91299,-87.68996,Entire home/apt,1,2,0
125,Near North Side,41.90523,-87.633,Private room,1,,3
50,West Town,41.90264,-87.67537,Private room,2,1,1
159,Lincoln Park,41.91478,-87.65063,Entire home/apt,1,1,1
300,Lake View,41.94829,-87.65665,Shared room,1,1,1
139,Avondale,41.93351,-87.70001,Entire home/apt,1,1,1
167,Armour Square,41.85364,-87.63777,Entire home/apt,1.5,3,4
50,Edgewater,41.99538,-87.66278,Private room,1,1,1
65,Rogers Park,42.02259,-87.66732,Private room,1,1,1
75,Lincoln Square,41.96865,-87.69567,Entire home/apt,1,,1
39,Near West Side,41.87161,-87.68528,Private room,1,1,1
29,Logan Square,41.91636,-87.70499,Entire home/apt,1,,1
83,Lake View,41.9484,-87.6491,Private room,1,1,2
120,Lake View,41.94539,-87.64749,Entire home/apt,1,1,1
399,West Town,41.90224,-87.66364,Entire home/apt,2.5,3,5
650,West Town,41.90813,-87.67536,Entire home/apt,2,4,5
92,Lake View,41.9454,-87.65478,Shared room,2,1,2
56,Avondale,41.94183,-87.72478,Private room,1,1,2
178,Near North Side,41.89571,-87.62693,Private room,1,1,2
101,Edgewater,41.98253,-87.67155,Entire home/apt,1,2,2
50,Hyde Park,41.79174,-87.59401,Private room,1,1,1
499,Lower West Side,41.85235,-87.66905,Entire home/apt,1,2,3
79,West Town,41.89658,-87.67745,Entire home/apt,1,2,6
190,Bridgeport,41.84507,-87.64503,Entire home/apt,1.5,3,3
25,Armour Square,41.85174,-87.63322,Private room,2,1,1
113,East Garfield Park,41.88737,-87.70615,Entire home/apt,1,3,4
65,Bridgeport,41.84544,-87.64066,Entire home/apt,1,1,0
55,Lake View,41.94819,-87.6516,Private room,1,1,1
55,Bridgeport,41.84514,-87.63845,Entire home/apt,1,,1
69,Portage Park,41.95663,-87.76984,Private room,1,1,3
999,Near North Side,41.90536,-87.65127,Entire home/apt,2,2,3
130,Uptown,41.97188,-87.66485,Entire home/apt,1.5,1,1
115,Lake View,41.93502,-87.63964,Entire home/apt,1,1,1
71,Oakland,41.82328,-87.6,Entire home/apt,1,1,2
84,Lake View,41.93885,-87.6638,Entire home/apt,2,3,4
104,Logan Square,41.92336,-87.71629,Private room,1,1,1
94,Grand Boulevard,41.81707,-87.61059,Private room,1,1,1
153,West Town,41.90376,-87.69757,Entire home/apt,2,4,5
295,Lincoln Park,41.91344,-87.63936,Entire home/apt,3,4,5
128,West Town,41.90451,-87.69584,Entire home/apt,2,4,4
75,Logan Square,41.93045,-87.69985,Entire home/apt,1,,1
125,Lake View,41.94163,-87.64213,Entire home/apt,1,1,1
499,Lower West Side,41.85126,-87.66905,Entire home/apt,1,1,2
103,West Town,41.89272,-87.65976,Private room,1,2,2
195,Edgewater,41.98555,-87.66464,Entire home/apt,1,3,3
275,Avondale,41.94073,-87.72611,Entire home/apt,2,2,3
94,Near West Side,41.8787,-87.66509,Entire home/apt,1,1,1
120,West Town,41.89728,-87.6736,Entire home/apt,1,2,2
9999,Lake View,41.93843,-87.64817,Private room,1,,1
85,Loop,41.88394,-87.6239,Private room,1,3,2
63,Irving Park,41.9552,-87.73908,Entire home/apt,1,1,4
250,West Town,41.90855,-87.66778,Entire home/apt,2.5,2,2
44,West Town,41.89884,-87.68577,Private room,1,1,3
42,Edgewater,41.98532,-87.67212,Private room,1.5,1,0
155,Loop,41.88562,-87.61672,Entire home/apt,1.5,1,1
116,Lower West Side,41.84927,-87.68582,Entire home/apt,1,2,2
45,West Town,41.90654,-87.68921,Private room,1,1,1
499,Lower West Side,41.85263,-87.66955,Entire home/apt,1,,2
291,Lake View,41.94558,-87.65598,Entire home/apt,3,3,4
59,Lincoln Park,41.91605,-87.65523,Private room,1,1,4
144,Lincoln Park,41.91969,-87.64949,Entire home/apt,1,3,5
54,West Town,41.89105,-87.68258,Private room,1,1,1
79,Portage Park,41.95592,-87.77595,Entire home/apt,1,2,3
333,Mckinley Park,41.82621,-87.67455,Entire home/apt,1,3,3
78,Near West Side,41.86041,-87.66538,Entire home/apt,1,2,2
75,Douglas,41.82859,-87.61787,Entire home/apt,1,2,2
102,Bridgeport,41.84081,-87.65976,Private room,1,1,2
37,West Town,41.89644,-87.6897,Private room,1,1,1
117,West Town,41.90962,-87.68498,Entire home/apt,1,2,3
74,Lake View,41.94815,-87.65198,Private room,1,1,1
84,West Town,41.89855,-87.66278,Entire home/apt,1,1,2
45,Near West Side,41.88724,-87.64365,Entire home/apt,1,1,2
240,Near North Side,41.89405,-87.62225,Entire home/apt,1,1,2
250,Near North Side,41.89203,-87.62298,Entire home/apt,1,2,2
37,Humboldt Park,41.89593,-87.72881,Private room,1,1,1
159,Near West Side,41.85994,-87.6457,Entire home/apt,2.5,3,5
480,West Town,41.89794,-87.66387,Entire home/apt,4.5,5,10
75,Edgewater,41.97629,-87.67026,Entire home/apt,1,,0
39,Englewood,41.76664,-87.64701,Entire home/apt,1,2,2
168,Near North Side,41.90554,-87.6325,Entire home/apt,1,1,2
135,Portage Park,41.95423,-87.78623,Entire home/apt,2,4,4
375,Lincoln Park,41.91155,-87.63735,Entire home/apt,2.5,5,6
123,Near West Side,41.88304,-87.65889,Entire home/apt,1,1,2
43,Hyde Park,41.79114,-87.58697,Entire home/apt,1,1,2
78,Dunning,41.95543,-87.78675,Entire home/apt,1,1,3
120,North Center,41.95624,-87.67945,Entire home/apt,1,3,3
110,West Town,41.90558,-87.68596,Entire home/apt,1,2,2
179,Logan Square,41.92162,-87.6981,Entire home/apt,1,2,2
899,Uptown,41.96293,-87.65461,Entire home/apt,3.5,9,10
50,West Town,41.91018,-87.69057,Private room,1,1,1
240,West Town,41.90216,-87.66349,Entire home/apt,2,2,2
75,Lincoln Park,41.9153,-87.65341,Private room,1,1,2
99,Jefferson Park,41.97062,-87.7706,Entire home/apt,1,2,2
106,Lincoln Square,41.97114,-87.67554,Entire home/apt,1,1,1
59,Lincoln Park,41.91482,-87.65318,Private room,1,1,3
300,West Town,41.90185,-87.67026,Entire home/apt,2,2,2
71,Near North Side,41.908,-87.65127,Entire home/apt,1,,1
59,Lincoln Park,41.91608,-87.65483,Private room,1,1,1
80,Brighton Park,41.81211,-87.71262,Entire home/apt,1,2,2
114,Logan Square,41.91552,-87.67276,Entire home/apt,2,3,4
50,Lincoln Park,41.93181,-87.6698,Private room,1,1,1
67,Uptown,41.97232,-87.67399,Private room,2.5,1,1
60,Logan Square,41.93116,-87.72122,Entire home/apt,1,1,1
200,Loop,41.88628,-87.62389,Entire home/apt,1,1,1
91,Irving Park,41.94139,-87.73096,Entire home/apt,1,,1
